Gene stable ID,Drosophila melanogaster - (Fruit fly) gene name,Drosophila melanogaster - (Fruit fly) gene stable ID,"Drosophila melanogaster - (Fruit fly) orthology confidence [0 low, 1 high]",Drosophila melanogaster - (Fruit fly) homology type
LOC4817253,CG15418,FBgn0031554,1,ortholog_one2one
LOC4816624,CG31821,FBgn0051821,1,ortholog_one2one
LOC26534353,Pur-alpha,FBgn0022361,1,ortholog_one2one
LOC6901873,CG15642,FBgn0030642,1,ortholog_one2one
LOC6897825,CG14860,FBgn0038273,0,ortholog_one2many
LOC4803281,Acsx3,FBgn0038733,0,ortholog_many2many
LOC4803281,Acsx1R,FBgn0038731,1,ortholog_many2many
LOC4803281,Acsx1L,FBgn0038730,1,ortholog_many2many
LOC6898358,CG1407,FBgn0033474,0,ortholog_one2one
LOC117184349,Gat,FBgn0039915,0,ortholog_one2one
LOC4802691,E2f1,FBgn0011766,1,ortholog_one2one
LOC4816438,kmg,FBgn0032473,1,ortholog_one2one
LOC4811898,axed,FBgn0035708,1,ortholog_one2one
LOC4803584,CG30375,FBgn0050375,1,ortholog_one2one
LOC6900305,CG7557,FBgn0036159,0,ortholog_one2many
LOC4805199,qkr58E-1,FBgn0022986,1,ortholog_one2one
LOC4816187,Or30a,FBgn0032096,1,ortholog_one2one
LOC117184065,CG18563,FBgn0032639,0,ortholog_many2many
LOC117184065,CG14990,FBgn0035496,0,ortholog_many2many
LOC117184065,SPH93,FBgn0032638,0,ortholog_many2many
LOC117184065,CG18478,FBgn0028517,0,ortholog_many2many
LOC117184065,CG3117,FBgn0031471,0,ortholog_many2many
LOC117184065,CG31827,FBgn0051827,0,ortholog_many2many
LOC4801458,naz,FBgn0286852,1,ortholog_one2one
LOC4812423,MESR6,FBgn0036846,1,ortholog_one2one
LOC6900034,Arts,FBgn0042177,1,ortholog_many2many
LOC6900034,Apl,FBgn0042178,1,ortholog_many2many
LOC4804957,Obp56a,FBgn0034468,1,ortholog_one2one
LOC6902535,Prosbeta4R2,FBgn0031443,1,ortholog_one2one
LOC4816794,CG13280,FBgn0032609,1,ortholog_one2one
LOC6901010,tbrd-2,FBgn0034423,0,ortholog_one2one
LOC6896866,YL-1,FBgn0032321,0,ortholog_one2one
LOC4802353,CG31436,FBgn0051436,1,ortholog_one2one
LOC6899935,CG10853,FBgn0035478,1,ortholog_one2one
LOC4803680,RpS11,FBgn0033699,1,ortholog_one2one
LOC6896702,PH4alphaNE3,FBgn0051017,0,ortholog_one2many
LOC4814508,Nep3,FBgn0031081,1,ortholog_one2one
LOC6902861,CG12307,FBgn0032370,1,ortholog_one2one
LOC4814794,Muc18B,FBgn0031000,1,ortholog_one2one
LOC4805515,RIC-3,FBgn0050296,1,ortholog_one2one
LOC4817342,JMJD4,FBgn0032671,1,ortholog_one2one
LOC4814082,rho,FBgn0004635,1,ortholog_one2one
LOC4801814,Poxm,FBgn0003129,1,ortholog_one2one
LOC26532531,kl-3,FBgn0267432,0,ortholog_one2one
LOC4812643,CG32260,FBgn0052260,1,ortholog_one2one
LOC6897909,CG4836,FBgn0270925,1,ortholog_one2one
LOC4816366,sNPF,FBgn0032840,1,ortholog_one2one
LOC6897512,fid,FBgn0259146,1,ortholog_one2one
LOC6900757,CG7512,FBgn0036168,0,ortholog_one2one
LOC4816125,CG13101,FBgn0032084,1,ortholog_one2one
LOC4800853,e,FBgn0000527,1,ortholog_one2one
LOC4814175,Arl5,FBgn0035866,1,ortholog_one2one
LOC4817921,solo,FBgn0283440,1,ortholog_one2one
LOC6901535,CG33932,FBgn0066303,1,ortholog_one2one
LOC4801267,Droj2,FBgn0038145,1,ortholog_one2one
LOC4804344,Asap,FBgn0050372,1,ortholog_one2one
LOC4803952,PTP-ER,FBgn0016641,0,ortholog_one2one
LOC6902220,Nrd1,FBgn0030344,0,ortholog_one2many
LOC4812963,CG15822,FBgn0035308,1,ortholog_one2one
LOC4801063,CG14855,FBgn0038260,1,ortholog_one2one
LOC4812677,CG4101,FBgn0025558,1,ortholog_one2one
LOC6902873,CG32832,FBgn0052832,1,ortholog_one2one
LOC4800797,CG10345,FBgn0027562,1,ortholog_one2one
LOC26533547,CG45062,FBgn0266432,0,ortholog_many2many
LOC26533547,CG45063,FBgn0266433,1,ortholog_many2many
LOC4804914,Orc1,FBgn0286788,1,ortholog_one2one
LOC4801565,tst,FBgn0039117,1,ortholog_one2one
LOC4803208,Odj,FBgn0038551,0,ortholog_one2one
LOC4817836,epsilonCOP,FBgn0027496,1,ortholog_one2one
LOC4802517,Gmppb,FBgn0037279,1,ortholog_one2one
LOC4801294,flfl,FBgn0024555,1,ortholog_one2one
LOC4801559,RanBP3,FBgn0039110,1,ortholog_one2one
LOC6897142,Rcd7,FBgn0260461,0,ortholog_one2many
LOC4805377,CG5033,FBgn0028744,1,ortholog_one2one
LOC6902521,CG34134,FBgn0083970,0,ortholog_one2one
LOC4805287,twz,FBgn0034636,1,ortholog_one2one
LOC26532244,UBL3,FBgn0026076,1,ortholog_one2one
LOC6897823,Dhc1,FBgn0287844,1,ortholog_one2one
LOC6902194,CG4686,FBgn0038739,0,ortholog_many2many
LOC6902194,CG42395,FBgn0259741,0,ortholog_many2many
LOC117184456,PH4alphaNE3,FBgn0051017,0,ortholog_one2many
LOC4815240,CG12470,FBgn0040371,1,ortholog_one2one
LOC4815190,Ndc80,FBgn0030500,1,ortholog_one2one
LOC4817273,CG8851,FBgn0031546,1,ortholog_one2one
LOC6902668,CG13801,FBgn0035332,0,ortholog_one2many
LOC6902668,CG11262,FBgn0036329,0,ortholog_one2many
LOC6902668,CG31693,FBgn0051693,0,ortholog_one2many
LOC4813566,Tsf2,FBgn0036299,1,ortholog_one2one
LOC4802065,Hpf1,FBgn0037377,1,ortholog_one2one
LOC4802104,CG4565,FBgn0037841,1,ortholog_one2one
LOC4816222,Uvrag,FBgn0032499,0,ortholog_one2one
LOC26533489,mthl3,FBgn0028956,0,ortholog_many2many
LOC26533489,mth,FBgn0023000,0,ortholog_many2many
LOC26533489,mthl2,FBgn0035623,0,ortholog_many2many
LOC26533489,mthl4,FBgn0034219,0,ortholog_many2many
LOC4815692,Klf15,FBgn0025679,1,ortholog_many2many
LOC4803969,CG12868,FBgn0033945,1,ortholog_one2many
LOC4803947,Pgm2b,FBgn0033969,1,ortholog_one2one
LOC4800910,CG13837,FBgn0039042,1,ortholog_one2one
LOC4802120,CG11836,FBgn0039272,0,ortholog_one2one
LOC4801706,faf,FBgn0005632,1,ortholog_one2one
LOC6898438,CG30049,FBgn0050049,1,ortholog_one2one
LOC4805252,comr,FBgn0034667,1,ortholog_one2one
LOC6896727,CG9682,FBgn0039760,0,ortholog_one2one
LOC4814373,bcn92,FBgn0013432,1,ortholog_one2one
LOC4805044,CG30349,FBgn0050349,1,ortholog_one2one
LOC6900011,CG13065,FBgn0036590,1,ortholog_one2one
LOC6901871,comt,FBgn0000346,1,ortholog_one2one
LOC4802276,Taf1,FBgn0010355,1,ortholog_one2one
LOC4811984,Bet1,FBgn0260857,1,ortholog_one2one
LOC4801713,Mcm2,FBgn0014861,1,ortholog_one2one
LOC4813960,Cdk12,FBgn0037093,1,ortholog_one2one
LOC6902023,CG11085,FBgn0030408,1,ortholog_one2one
LOC4801049,Smug,FBgn0038490,1,ortholog_one2one
LOC4814401,Snx27,FBgn0052758,1,ortholog_one2one
LOC4814413,upd2,FBgn0030904,1,ortholog_one2one
LOC4804964,Or56a,FBgn0034473,1,ortholog_one2many
LOC117184393,BHD,FBgn0261111,1,ortholog_one2many
LOC4801660,Pfdn5,FBgn0038976,1,ortholog_one2one
LOC4817373,IP3K1,FBgn0032147,1,ortholog_one2one
LOC4802575,CG3281,FBgn0260741,1,ortholog_one2one
LOC4813454,CG11249,FBgn0037115,1,ortholog_one2one
LOC4805026,ix,FBgn0001276,1,ortholog_one2one
LOC6902797,Patsas,FBgn0029137,1,ortholog_one2one
LOC4812247,Gale,FBgn0035147,1,ortholog_one2one
LOC26532454,CG6138,FBgn0032268,1,ortholog_one2one
LOC4800592,ps,FBgn0261552,1,ortholog_one2one
LOC6902077,br,FBgn0283451,1,ortholog_one2one
LOC6902048,CG14118,FBgn0036323,0,ortholog_one2one
LOC4804767,CG15919,FBgn0040743,1,ortholog_one2one
LOC4812338,CG32428,FBgn0052428,1,ortholog_one2one
LOC6897650,CG17931,FBgn0038421,1,ortholog_one2one
LOC4812042,Atac3,FBgn0052343,1,ortholog_one2one
LOC4811999,asf1,FBgn0029094,1,ortholog_one2many
LOC6898506,Pkn,FBgn0020621,1,ortholog_one2one
LOC6901732,CG8260,FBgn0030684,0,ortholog_one2many
LOC26532411,LManII,FBgn0027611,1,ortholog_one2one
LOC4801323,Tb,FBgn0243586,1,ortholog_one2one
LOC4816870,CG14937,FBgn0032377,0,ortholog_one2one
LOC6899785,Rab3-GEF,FBgn0030613,1,ortholog_one2one
LOC4804168,Fsn,FBgn0043010,1,ortholog_one2one
LOC4803311,pxb,FBgn0053207,1,ortholog_one2one
LOC4813402,Adgf-A2,FBgn0043025,1,ortholog_one2one
LOC4801159,Ctl2,FBgn0039637,1,ortholog_one2one
LOC4813938,Culd,FBgn0035880,1,ortholog_one2one
LOC4801429,CG31229,FBgn0051229,1,ortholog_one2one
LOC4805040,Spt,FBgn0033348,1,ortholog_one2one
LOC4802871,CG31287,FBgn0051287,1,ortholog_one2one
LOC4814688,Axs,FBgn0000152,1,ortholog_one2one
LOC4815926,CG14621,FBgn0031183,1,ortholog_one2one
LOC4811771,Atf6,FBgn0033010,0,ortholog_one2one
LOC4802957,alpha-Est7,FBgn0015575,1,ortholog_one2one
LOC4813525,CG10663,FBgn0036287,1,ortholog_one2one
LOC4800925,CG13841,FBgn0040588,1,ortholog_one2one
LOC4817229,CG2493,FBgn0032864,0,ortholog_one2one
LOC4815113,CG12498,FBgn0040356,1,ortholog_one2one
LOC4818076,TrissinR,FBgn0085410,1,ortholog_one2one
LOC4815241,arg,FBgn0023535,1,ortholog_one2one
LOC4814831,per,FBgn0003068,1,ortholog_one2one
LOC6902666,CG43924,FBgn0264545,0,ortholog_one2many
LOC6902666,CG43923,FBgn0264544,0,ortholog_one2many
LOC4805047,Ggamma1,FBgn0004921,1,ortholog_one2one
LOC4817330,E23,FBgn0020445,1,ortholog_one2one
LOC6896672,CG33654,FBgn0053654,0,ortholog_one2one
LOC4803487,pwn,FBgn0003174,1,ortholog_one2one
LOC4804511,Mad1,FBgn0026326,1,ortholog_one2one
LOC4818193,CG9257,FBgn0032916,1,ortholog_one2one
LOC4814213,CG13002,FBgn0030804,1,ortholog_one2one
LOC117185063,CG15602,FBgn0030694,0,ortholog_one2one
LOC4816990,Prp40,FBgn0031492,1,ortholog_one2one
LOC6900805,mus304,FBgn0002901,1,ortholog_one2one
LOC6901500,CG8745,FBgn0036381,0,ortholog_one2one
LOC6897219,CG7126,FBgn0038602,1,ortholog_one2one
LOC6900439,Atg12,FBgn0036255,1,ortholog_one2one
LOC4804810,GstE9,FBgn0063491,1,ortholog_one2one
LOC4801737,CG31142,FBgn0047114,1,ortholog_one2one
LOC4811928,CG7514,FBgn0035567,1,ortholog_one2many
LOC4811928,CG18418,FBgn0035568,1,ortholog_one2many
LOC4805129,dap,FBgn0010316,1,ortholog_one2one
LOC4802851,Taf12,FBgn0011290,1,ortholog_one2one
LOC4802162,CG5746,FBgn0039186,1,ortholog_one2one
LOC26532408,CG34429,FBgn0085458,1,ortholog_one2one
LOC4803470,Tsp42Eq,FBgn0033138,1,ortholog_one2one
LOC4816820,CG14931,FBgn0032374,1,ortholog_one2many
LOC6901501,moon,FBgn0030373,0,ortholog_one2one
LOC4804910,CG1598,FBgn0033191,1,ortholog_one2one
LOC6897819,fabp,FBgn0037913,1,ortholog_one2one
LOC4804276,Cpr49Ag,FBgn0033730,1,ortholog_one2one
LOC6898894,mRpL34,FBgn0083983,1,ortholog_one2one
LOC4805338,Caf1-105,FBgn0033526,1,ortholog_one2one
LOC6901101,CG32642,FBgn0052642,1,ortholog_one2one
LOC4800372,CG9698,FBgn0039784,1,ortholog_one2one
LOC4815737,Rpt3,FBgn0028686,1,ortholog_one2one
LOC6901599,scf,FBgn0025682,0,ortholog_one2many
LOC6900402,Urm1,FBgn0053276,1,ortholog_one2one
LOC6901864,nAChRalpha7,FBgn0086778,0,ortholog_one2one
LOC4815706,CG3198,FBgn0029887,1,ortholog_one2one
LOC117185608,His1:CG33801,FBgn0053801,0,ortholog_many2many
LOC117185608,His1:CG33807,FBgn0053807,0,ortholog_many2many
LOC117185608,His1:CG33819,FBgn0053819,0,ortholog_many2many
LOC117185608,His1:CG33840,FBgn0053840,1,ortholog_many2many
LOC117185608,His1:CG33843,FBgn0053843,0,ortholog_many2many
LOC117185608,His1:CG33846,FBgn0053846,0,ortholog_many2many
LOC117185608,His1:CG33810,FBgn0053810,0,ortholog_many2many
LOC117185608,His1:CG33804,FBgn0053804,1,ortholog_many2many
LOC117185608,His1:CG33816,FBgn0053816,0,ortholog_many2many
LOC117185608,His1:CG33837,FBgn0053837,1,ortholog_many2many
LOC117185608,His1:CG33861,FBgn0053861,0,ortholog_many2many
LOC117185608,His1:CG33855,FBgn0053855,0,ortholog_many2many
LOC117185608,His1:CG33825,FBgn0053825,1,ortholog_many2many
LOC117185608,His1:CG33852,FBgn0053852,0,ortholog_many2many
LOC117185608,His1:CG33831,FBgn0053831,0,ortholog_many2many
LOC117185608,His1:CG33828,FBgn0053828,0,ortholog_many2many
LOC117185608,His1:CG33864,FBgn0053864,0,ortholog_many2many
LOC117185608,His1:CG33813,FBgn0053813,1,ortholog_many2many
LOC117185608,His1:CG31617,FBgn0051617,0,ortholog_many2many
LOC117185608,His1:CG33849,FBgn0053849,0,ortholog_many2many
LOC117185608,His1:CG33822,FBgn0053822,1,ortholog_many2many
LOC117185608,His1:CG33858,FBgn0053858,0,ortholog_many2many
LOC117185608,His1:CG33834,FBgn0053834,0,ortholog_many2many
LOC4804164,CG4627,FBgn0033808,1,ortholog_one2one
LOC6902277,stnA,FBgn0016976,1,ortholog_one2one
LOC6900686,CG43127,FBgn0262592,1,ortholog_one2one
LOC4804061,Vha100-3,FBgn0028669,1,ortholog_one2one
LOC4815876,CG9360,FBgn0030332,1,ortholog_one2one
LOC6900030,CG13063,FBgn0036601,0,ortholog_many2many
LOC6900030,CG13043,FBgn0036600,0,ortholog_many2many
LOC6903372,Cks30A,FBgn0010314,1,ortholog_one2one
LOC4803645,CG1946,FBgn0033216,1,ortholog_one2one
LOC4801927,ECSIT,FBgn0028436,1,ortholog_one2one
LOC117184252,CG4953,FBgn0032204,0,ortholog_one2one
LOC117184369,CG32686,FBgn0052686,0,ortholog_one2one
LOC4803601,Lcp4,FBgn0002535,1,ortholog_many2many
LOC4803601,Lcp3,FBgn0002534,1,ortholog_many2many
LOC4816542,CG15253,FBgn0028948,1,ortholog_one2one
LOC4804743,CG9062,FBgn0033607,1,ortholog_one2one
LOC4816363,CG10237,FBgn0032783,1,ortholog_one2one
LOC4814582,CG1847,FBgn0030345,1,ortholog_one2one
LOC4805374,fab1,FBgn0028741,1,ortholog_one2one
LOC6898262,CG13527,FBgn0034776,1,ortholog_one2one
LOC4812079,CG6839,FBgn0036831,1,ortholog_one2one
LOC4816541,PolG1,FBgn0004406,1,ortholog_one2one
LOC4812984,CG32187,FBgn0052187,1,ortholog_one2one
LOC4812849,MsrA,FBgn0000565,1,ortholog_one2one
LOC4816432,Fatp1,FBgn0267828,1,ortholog_one2one
LOC4817316,ush,FBgn0003963,1,ortholog_one2one
LOC4801806,nac,FBgn0265351,1,ortholog_one2one
LOC4803648,Rcd1,FBgn0033897,1,ortholog_one2one
LOC6902726,CG10195,FBgn0032787,1,ortholog_one2one
LOC6898922,CG30458,FBgn0050458,1,ortholog_one2one
LOC4801638,CG9920,FBgn0038200,1,ortholog_one2one
LOC6896819,Gba1b,FBgn0051414,1,ortholog_one2one
LOC4805218,Oatp58Dc,FBgn0034716,1,ortholog_one2one
LOC4800930,CG17141,FBgn0039020,1,ortholog_one2one
LOC6903559,Nxf3,FBgn0263232,0,ortholog_one2one
LOC4814529,CG1545,FBgn0030259,1,ortholog_one2one
LOC6898432,Paip1,FBgn0034181,1,ortholog_one2one
LOC4813767,MED11,FBgn0036811,1,ortholog_one2one
LOC6899089,CG7849,FBgn0033060,0,ortholog_one2one
LOC6898589,Dlish,FBgn0034264,1,ortholog_one2one
LOC4812858,yellow-g,FBgn0041709,1,ortholog_one2one
LOC6896743,CG1983,FBgn0039751,1,ortholog_one2one
LOC4813347,CG13937,FBgn0035287,1,ortholog_one2one
LOC4817980,CG9302,FBgn0032514,1,ortholog_one2one
LOC4802025,Sys1,FBgn0037603,1,ortholog_one2one
LOC6901039,bnb,FBgn0001090,1,ortholog_one2one
LOC6900707,foi,FBgn0024236,1,ortholog_one2one
LOC4801512,Mpi,FBgn0286506,1,ortholog_one2one
LOC4803409,Cyp6a2,FBgn0000473,1,ortholog_one2one
LOC4815109,CanB,FBgn0010014,1,ortholog_one2one
LOC4801197,Eh,FBgn0000564,1,ortholog_one2one
LOC4815112,ERp44,FBgn0030734,1,ortholog_one2one
LOC4813857,app,FBgn0260941,1,ortholog_one2one
LOC4814990,Tre1,FBgn0046687,1,ortholog_one2one
LOC4814119,CG12182,FBgn0028504,1,ortholog_one2one
LOC4816522,Polr1C,FBgn0031657,1,ortholog_one2one
LOC26533475,CG11912,FBgn0031248,0,ortholog_one2many
LOC6899890,Zip102B,FBgn0039902,1,ortholog_one2one
LOC4815408,CG14220,FBgn0031036,1,ortholog_one2one
LOC4805249,CG4377,FBgn0034664,1,ortholog_one2one
LOC4813196,CG13738,FBgn0036390,1,ortholog_one2one
LOC4818181,mAcon1,FBgn0010100,1,ortholog_one2one
LOC4803549,Tpc2,FBgn0035078,1,ortholog_one2one
LOC4800969,Gr93c,FBgn0045469,1,ortholog_one2one
LOC4803484,CG1850,FBgn0033154,1,ortholog_one2one
LOC4815304,CG14232,FBgn0031061,1,ortholog_one2one
LOC6898192,Rpi,FBgn0050410,1,ortholog_one2one
LOC4803634,TTLL12,FBgn0033225,1,ortholog_one2one
LOC4813044,CG14569,FBgn0037123,1,ortholog_one2one
LOC6901990,CG11356,FBgn0030375,1,ortholog_one2one
LOC4803713,CG9861,FBgn0034844,1,ortholog_one2one
LOC4804849,CG7882,FBgn0033047,0,ortholog_one2one
LOC6901224,CG18258,FBgn0265267,1,ortholog_one2many
LOC4800796,NPF,FBgn0027109,1,ortholog_one2one
LOC4802167,Rrp5,FBgn0039182,1,ortholog_one2one
LOC6902901,CG3222,FBgn0036014,0,ortholog_one2one
LOC4817886,Phlpp,FBgn0032749,1,ortholog_one2one
LOC4803529,Stoml2,FBgn0034936,1,ortholog_one2one
LOC4812415,RpLP0,FBgn0000100,1,ortholog_one2one
LOC4803215,CG11854,FBgn0039299,1,ortholog_one2one
LOC6896918,CG17560,FBgn0038450,1,ortholog_one2one
LOC4804924,wech,FBgn0259745,1,ortholog_one2one
LOC4801051,m-cup,FBgn0038488,1,ortholog_one2one
LOC6898695,CG33775,FBgn0053775,1,ortholog_one2one
LOC4803090,mRpS10,FBgn0038307,1,ortholog_one2one
LOC6901606,mil,FBgn0267366,0,ortholog_one2many
LOC6901181,zyd,FBgn0265767,1,ortholog_one2one
LOC4818060,dao,FBgn0028862,1,ortholog_one2one
LOC4803038,CG31100,FBgn0051100,1,ortholog_one2one
LOC4818138,LUBEL,FBgn0031857,1,ortholog_one2one
LOC4815769,MKP-4,FBgn0031044,1,ortholog_one2one
LOC4817572,Secp43,FBgn0031607,1,ortholog_one2one
LOC6896858,sosie,FBgn0039232,0,ortholog_one2one
LOC6900387,Swt1,FBgn0030892,0,ortholog_one2one
LOC4801241,l(3)mbt,FBgn0002441,1,ortholog_one2one
LOC4804912,Cyt-b5,FBgn0264294,1,ortholog_one2one
GeneID_44805035,mt:ND4L,FBgn0013683,1,ortholog_one2one
LOC4803430,Mob4,FBgn0259483,1,ortholog_one2one
LOC6901588,CG31819,FBgn0028893,0,ortholog_one2one
LOC4800452,atl,FBgn0039213,1,ortholog_one2one
LOC6897084,superdeath,FBgn0039640,1,ortholog_one2one
LOC6900594,Sema5c,FBgn0284221,1,ortholog_one2one
LOC4804832,mle,FBgn0002774,1,ortholog_one2one
LOC4800782,CG5359,FBgn0037773,1,ortholog_one2one
LOC117183309,Ulp1,FBgn0027603,0,ortholog_one2one
LOC4817628,CG31659,FBgn0051659,1,ortholog_one2one
LOC4812937,CG4669,FBgn0035598,1,ortholog_one2one
LOC4801013,Phyhd1,FBgn0037819,1,ortholog_one2one
LOC6901904,Mpv17,FBgn0039930,0,ortholog_one2one
LOC4802305,CG31183,FBgn0051183,1,ortholog_one2one
LOC6900681,Rbfox1,FBgn0052062,1,ortholog_one2one
LOC4803141,Tctp,FBgn0037874,1,ortholog_one2one
LOC4800431,CG13634,FBgn0039224,1,ortholog_one2one
LOC6898659,Src42A,FBgn0264959,1,ortholog_one2one
LOC6900050,CG13722,FBgn0035553,1,ortholog_one2one
LOC4815663,CG3457,FBgn0024984,1,ortholog_one2one
LOC6898308,Asx,FBgn0261823,1,ortholog_one2one
LOC4801160,dgt6,FBgn0039638,1,ortholog_one2one
LOC4804693,ETH,FBgn0028738,1,ortholog_one2one
LOC6903078,sky,FBgn0032901,1,ortholog_one2one
LOC4805502,CG3700,FBgn0034796,1,ortholog_one2one
LOC4814815,Gcna,FBgn0023515,1,ortholog_one2one
LOC6897818,sea,FBgn0037912,1,ortholog_one2one
LOC6897972,Nup358,FBgn0039302,1,ortholog_one2one
LOC4802539,mld,FBgn0263490,0,ortholog_one2one
LOC6897747,CG9396,FBgn0037714,1,ortholog_one2one
LOC6897863,Ubc84D,FBgn0017456,1,ortholog_one2one
LOC4817932,Pi3K21B,FBgn0020622,1,ortholog_one2one
LOC6900521,CG14073,FBgn0036814,1,ortholog_one2one
LOC4800301,HDAC11,FBgn0051119,1,ortholog_one2many
LOC4813899,ome,FBgn0259175,0,ortholog_one2one
LOC4801661,Nrx-1,FBgn0038975,1,ortholog_one2one
LOC4804998,CG30379,FBgn0050379,1,ortholog_one2many
LOC4800745,His2Av,FBgn0001197,1,ortholog_one2one
LOC6897609,Der-2,FBgn0038438,1,ortholog_one2one
LOC4814877,Tat,FBgn0030558,1,ortholog_one2one
LOC4802358,CG31097,FBgn0051097,1,ortholog_one2one
LOC4805434,Cyp9c1,FBgn0015040,1,ortholog_one2one
LOC4800300,Zip99C,FBgn0039714,1,ortholog_one2one
LOC4801586,CG7800,FBgn0037552,1,ortholog_one2many
LOC4801586,CG18249,FBgn0037553,1,ortholog_one2many
LOC4813288,Pbgs,FBgn0036271,1,ortholog_one2one
LOC4802166,Dis3,FBgn0039183,1,ortholog_one2one
LOC4812031,CG10089,FBgn0036369,1,ortholog_one2one
LOC117184402,CG3386,FBgn0035152,1,ortholog_one2many
LOC6898412,px,FBgn0003175,1,ortholog_one2one
LOC4802428,Pcmt,FBgn0086768,1,ortholog_one2one
LOC4818080,REPTOR-BP,FBgn0032202,0,ortholog_one2one
LOC4812197,Larp4B,FBgn0035424,1,ortholog_many2many
LOC6900390,CG42458,FBgn0259935,1,ortholog_one2one
LOC4812144,CG13056,FBgn0040794,1,ortholog_one2one
LOC4804339,Pabp2,FBgn0005648,1,ortholog_one2one
LOC4804692,Orc4,FBgn0023181,1,ortholog_one2one
LOC4813642,Adgf-B,FBgn0036751,1,ortholog_one2one
LOC4816650,sip1,FBgn0024191,0,ortholog_one2one
LOC4816872,CG31778,FBgn0051778,1,ortholog_one2one
LOC4802882,Akt,FBgn0010379,1,ortholog_one2one
LOC6898647,CG33958,FBgn0053958,1,ortholog_one2one
LOC4802515,CG14657,FBgn0037282,1,ortholog_one2one
LOC4813729,Alp10,FBgn0035619,1,ortholog_one2one
LOC4802735,CG31525,FBgn0051525,0,ortholog_one2one
LOC4813200,CG10616,FBgn0036286,1,ortholog_one2one
LOC4817435,Datp,FBgn0287788,1,ortholog_one2one
LOC4812278,CG7519,FBgn0037087,1,ortholog_one2one
LOC4804488,eIF2Bdelta,FBgn0034858,1,ortholog_one2one
LOC4813046,Grasp65,FBgn0036919,1,ortholog_one2one
LOC4813031,Lmx1a,FBgn0052105,1,ortholog_one2one
LOC6900516,Blos3,FBgn0085284,1,ortholog_one2one
LOC6898820,CG11291,FBgn0034713,1,ortholog_one2one
LOC4817138,CG17260,FBgn0031498,1,ortholog_one2one
LOC6902248,lz,FBgn0002576,1,ortholog_one2one
LOC4805109,CG13202,FBgn0033623,1,ortholog_one2one
LOC4813669,CG14120,FBgn0036321,0,ortholog_one2one
LOC4803462,Tsp42El,FBgn0033134,1,ortholog_one2one
LOC4804167,CG17059,FBgn0040754,1,ortholog_one2one
LOC6896734,CecA2,FBgn0000277,1,ortholog_one2many
LOC6896734,CecA1,FBgn0000276,1,ortholog_one2many
LOC4816973,CG7227,FBgn0031970,1,ortholog_one2one
LOC6901661,shakB,FBgn0085387,0,ortholog_one2one
LOC6897633,CG18586,FBgn0035642,0,ortholog_many2many
LOC6897633,CG5568,FBgn0035641,0,ortholog_many2many
LOC6899918,SkpE,FBgn0031074,0,ortholog_many2many
LOC6899918,SkpD,FBgn0026174,0,ortholog_many2many
LOC6899918,SkpA,FBgn0025637,0,ortholog_many2many
LOC6899918,SkpC,FBgn0026175,0,ortholog_many2many
LOC4802886,CG10185,FBgn0038397,1,ortholog_one2one
LOC4805518,cpa,FBgn0034577,1,ortholog_one2one
LOC4800495,Obp99a,FBgn0039678,1,ortholog_one2one
LOC4816164,Nhe3,FBgn0028703,1,ortholog_one2one
LOC4812343,kud,FBgn0036667,1,ortholog_one2one
LOC117183773,CG34026,FBgn0054026,0,ortholog_one2one
LOC4812843,viaf,FBgn0036237,1,ortholog_one2one
LOC4801570,Nup98-96,FBgn0039120,1,ortholog_one2one
LOC4818140,PCNA2,FBgn0032813,0,ortholog_one2one
LOC117184462,CG32846,FBgn0052846,1,ortholog_one2one
LOC6897556,CG42564,FBgn0260766,0,ortholog_one2one
LOC4803802,Vha44,FBgn0287825,1,ortholog_one2one
LOC6901494,Or10a,FBgn0030298,1,ortholog_one2one
LOC6898117,Taldo,FBgn0023477,1,ortholog_one2one
LOC4801577,red,FBgn0285913,1,ortholog_one2one
LOC4803183,CG14314,FBgn0038581,1,ortholog_one2one
LOC4814037,CG5280,FBgn0035952,1,ortholog_one2one
LOC117183186,aub,FBgn0000146,0,ortholog_one2many
LOC4805261,Gr58c,FBgn0041237,1,ortholog_one2one
LOC26532398,His1:CG33801,FBgn0053801,0,ortholog_many2many
LOC26532398,His1:CG33807,FBgn0053807,1,ortholog_many2many
LOC26532398,His1:CG33819,FBgn0053819,1,ortholog_many2many
LOC26532398,His1:CG33840,FBgn0053840,1,ortholog_many2many
LOC26532398,His1:CG33843,FBgn0053843,0,ortholog_many2many
LOC26532398,His1:CG33846,FBgn0053846,0,ortholog_many2many
LOC26532398,His1:CG33810,FBgn0053810,0,ortholog_many2many
LOC26532398,His1:CG33804,FBgn0053804,0,ortholog_many2many
LOC26532398,His1:CG33816,FBgn0053816,0,ortholog_many2many
LOC26532398,His1:CG33837,FBgn0053837,0,ortholog_many2many
LOC26532398,His1:CG33861,FBgn0053861,0,ortholog_many2many
LOC26532398,His1:CG33855,FBgn0053855,0,ortholog_many2many
LOC26532398,His1:CG33825,FBgn0053825,0,ortholog_many2many
LOC26532398,His1:CG33852,FBgn0053852,1,ortholog_many2many
LOC26532398,His1:CG33831,FBgn0053831,0,ortholog_many2many
LOC26532398,His1:CG33828,FBgn0053828,0,ortholog_many2many
LOC26532398,His1:CG33864,FBgn0053864,0,ortholog_many2many
LOC26532398,His1:CG33813,FBgn0053813,0,ortholog_many2many
