Gene stable ID,"Drosophila pseudoobscura (Fruit fly, MV2-25) gene stable ID","Drosophila pseudoobscura (Fruit fly, MV2-25) orthology confidence [0 low, 1 high]","Drosophila pseudoobscura (Fruit fly, MV2-25) homology type",Gene name
FBgn0038316,LOC6897923,1,ortholog_one2one,CG6276
FBgn0032827,LOC4816609,1,ortholog_one2one,CG10481
FBgn0036668,LOC6900150,1,ortholog_one2one,Zcchc7
FBgn0043069,LOC4802084,1,ortholog_one2many,MESK4
FBgn0051612,LOC4818179,1,ortholog_one2one,CG31612
FBgn0034446,LOC6903884,1,ortholog_one2one,Arl6
FBgn0051005,LOC4800711,1,ortholog_one2one,qless
FBgn0039448,LOC4801329,1,ortholog_one2one,TwdlQ
FBgn0033842,LOC4804382,1,ortholog_one2one,cbc
FBgn0037531,LOC4802019,1,ortholog_one2one,CG10445
FBgn0032688,LOC4817463,1,ortholog_one2one,CG15160
FBgn0030992,LOC6901614,1,ortholog_one2one,CG33253
FBgn0085322,LOC6897075,1,ortholog_one2one,CG34293
FBgn0038462,LOC4802085,1,ortholog_one2many,EMC2A
FBgn0030336,LOC4815352,1,ortholog_one2one,CG1578
FBgn0002069,LOC4805197,1,ortholog_one2one,AspRS
FBgn0263598,LOC6902470,1,ortholog_one2one,Vha68-2
FBgn0051266,LOC4800763,1,ortholog_one2one,CG31266
FBgn0031874,LOC4816123,1,ortholog_one2one,CG13775
FBgn0267689,LOC4817005,0,ortholog_one2one,CG46025
FBgn0029658,LOC6903582,0,ortholog_one2one,CG14269
FBgn0040513,LOC6903879,0,ortholog_one2one,kappaB-Ras
FBgn0038105,LOC6897182,0,ortholog_one2many,yellow-f2
FBgn0032221,LOC26532178,0,ortholog_one2one,Schip1
FBgn0032299,LOC4816563,1,ortholog_one2one,CG17127
FBgn0287213,LOC26532934,1,ortholog_one2one,CG46443
FBgn0037594,LOC4802641,1,ortholog_one2one,Or85d
FBgn0040351,LOC4815871,1,ortholog_one2one,CG11638
FBgn0051950,LOC4816640,1,ortholog_one2one,Sbat
FBgn0025839,LOC4815947,1,ortholog_one2one,ND-B14.5A
FBgn0022724,LOC4815088,1,ortholog_one2one,Taf8
FBgn0051516,LOC4802773,1,ortholog_one2one,CG31516
FBgn0029831,LOC4815389,1,ortholog_one2one,CG5966
FBgn0003091,LOC4804183,1,ortholog_one2one,Pkc53E
FBgn0261803,LOC4815610,1,ortholog_one2one,CG42749
FBgn0004588,LOC6900339,0,ortholog_many2many,Eig71Ea
FBgn0004588,LOC4813572,0,ortholog_many2many,Eig71Ea
FBgn0032013,LOC4817411,1,ortholog_one2one,Scgalpha
FBgn0024187,LOC4812552,1,ortholog_one2one,syd
FBgn0024277,LOC6900190,1,ortholog_one2one,trio
FBgn0032775,LOC4816597,1,ortholog_one2one,CG17544
FBgn0030675,LOC4815840,1,ortholog_one2one,CG8191
FBgn0034114,LOC4803803,1,ortholog_one2one,CG4282
FBgn0001989,LOC4816734,1,ortholog_one2one,ND-B17
FBgn0031041,LOC6902132,1,ortholog_one2one,Pstk
FBgn0010397,LOC4803963,1,ortholog_one2one,LamC
FBgn0038890,LOC4801217,0,ortholog_one2one,sp3
FBgn0038361,LOC4802543,1,ortholog_one2one,Uros2
FBgn0032154,LOC4817443,1,ortholog_one2one,mtDNA-helicase
FBgn0053159,LOC26533666,1,ortholog_one2one,CG33159
FBgn0029717,LOC4803824,0,ortholog_one2many,CG12684
FBgn0031453,LOC6902537,1,ortholog_one2one,Bacc
FBgn0036225,LOC4813087,1,ortholog_one2one,CG5883
FBgn0017430,LOC4812734,1,ortholog_one2one,Nelf-E
FBgn0036662,LOC4812293,1,ortholog_one2one,CG9706
FBgn0005775,LOC6900072,1,ortholog_one2one,Con
FBgn0040230,LOC4813272,1,ortholog_one2one,dbo
FBgn0011284,LOC4813070,1,ortholog_one2one,RpS4
FBgn0030873,LOC4815252,1,ortholog_one2one,CG15814
FBgn0030938,LOC4814372,1,ortholog_one2one,CG15047
FBgn0027611,LOC26532411,1,ortholog_one2one,LManII
FBgn0010382,LOC4816733,1,ortholog_one2one,CycE
FBgn0085386,LOC4802304,1,ortholog_one2one,CG34357
FBgn0039719,LOC4800284,1,ortholog_one2one,CG15515
FBgn0263391,LOC4803659,1,ortholog_one2one,hts
FBgn0039006,LOC4800945,1,ortholog_one2one,Cyp6d4
FBgn0051121,LOC4801288,1,ortholog_one2one,CG31121
FBgn0015574,LOC6897864,1,ortholog_one2one,alpha-Est6
FBgn0028841,LOC4817490,1,ortholog_one2one,jhamt
FBgn0039184,LOC4802165,1,ortholog_one2one,CG6432
FBgn0054005,LOC6898368,1,ortholog_one2one,CG34005
FBgn0033888,LOC4804879,1,ortholog_one2one,CG18568
FBgn0034500,LOC4804600,1,ortholog_one2one,CG11200
FBgn0035043,LOC4805432,0,ortholog_one2one,CG4781
FBgn0261294,LOC6896947,0,ortholog_one2one,CheB74a
FBgn0038888,LOC4800868,0,ortholog_one2many,CheB93a
FBgn0036887,LOC4812245,1,ortholog_one2one,CG9231
FBgn0033362,LOC4804771,1,ortholog_one2one,CG8172
FBgn0051706,LOC4817167,1,ortholog_one2one,CG31706
FBgn0039189,LOC6897486,1,ortholog_one2one,CG18528
FBgn0043806,LOC4814044,1,ortholog_one2one,CG32032
FBgn0085400,LOC6898201,1,ortholog_one2one,side-V
FBgn0034893,LOC4804530,1,ortholog_one2one,mRpL43
FBgn0288731,LOC4815815,0,ortholog_one2many,CG46506
FBgn0015380,LOC4816685,1,ortholog_one2one,drl
FBgn0036670,LOC4802659,0,ortholog_one2many,CG13029
FBgn0000092,LOC4815382,0,ortholog_one2one,dyw
FBgn0003326,LOC4805186,1,ortholog_one2one,sca
FBgn0024238,LOC4815217,1,ortholog_one2one,Fim
FBgn0016013,LOC4813252,1,ortholog_one2one,Faa
FBgn0030693,LOC6903619,0,ortholog_one2many,sordd1
FBgn0010241,LOC4805482,1,ortholog_one2one,Mdr50
FBgn0031081,LOC4814508,1,ortholog_one2one,Nep3
FBgn0010602,LOC4817068,1,ortholog_one2many,lwr
FBgn0010602,LOC6902813,0,ortholog_one2many,lwr
FBgn0259224,LOC6900187,1,ortholog_one2one,CG42324
FBgn0004391,LOC4815122,1,ortholog_one2one,shtd
FBgn0035779,LOC4813564,1,ortholog_one2one,CG8562
FBgn0025390,LOC6902079,1,ortholog_one2one,Mur2B
FBgn0037924,LOC4802373,1,ortholog_one2one,CG14712
FBgn0031220,LOC4817719,1,ortholog_one2one,CG4822
FBgn0035588,LOC4814162,1,ortholog_one2one,Dhrs4
FBgn0036117,LOC4812837,1,ortholog_one2one,CG6321
FBgn0052719,LOC6897514,0,ortholog_one2one,CG32719
FBgn0047114,LOC4801737,1,ortholog_one2one,CG31142
FBgn0038672,LOC4801841,1,ortholog_one2one,CG6005
FBgn0051008,LOC4800330,1,ortholog_one2one,CG31008
FBgn0259213,LOC6903470,1,ortholog_one2one,side-II
FBgn0003943,LOC13036391,1,ortholog_one2one,Ubi-p63E
FBgn0261624,LOC4814986,1,ortholog_one2one,I-3
FBgn0037650,LOC6896782,0,ortholog_one2one,CG11977
FBgn0083983,LOC6898894,1,ortholog_one2one,mRpL34
FBgn0032362,LOC4816823,1,ortholog_one2one,spz4
FBgn0260942,LOC4800612,1,ortholog_one2one,bond
FBgn0250789,LOC4812090,1,ortholog_one2one,alpha-Spec
FBgn0034166,LOC4804181,1,ortholog_one2one,CG6472
FBgn0030679,LOC4815041,0,ortholog_one2one,CG8206
FBgn0033294,LOC6898151,1,ortholog_one2one,Mal-A4
FBgn0261697,LOC26533928,1,ortholog_one2one,tctn
FBgn0264746,LOC26533006,1,ortholog_one2many,CG44004
FBgn0038925,LOC4801962,0,ortholog_one2one,Cchl
FBgn0005561,LOC6899859,0,ortholog_one2one,sv
FBgn0035546,LOC6900044,1,ortholog_one2one,CG11345
FBgn0034996,LOC4805623,1,ortholog_one2one,CG13575
FBgn0039212,LOC4802538,0,ortholog_one2one,Syx18
FBgn0086446,LOC4811698,1,ortholog_one2one,DCTN6-p27
FBgn0034301,LOC6898371,1,ortholog_one2one,CG5756
FBgn0085377,LOC4814210,0,ortholog_one2one,CG34348
FBgn0032444,LOC4816499,1,ortholog_one2one,CCT4
FBgn0261112,LOC4813146,1,ortholog_one2one,APP-BP1
FBgn0023171,LOC4805002,1,ortholog_one2one,rnh1
FBgn0039053,LOC4800580,1,ortholog_one2many,CG6738
FBgn0038390,LOC4802337,1,ortholog_one2one,Rbf2
FBgn0013718,LOC6900625,1,ortholog_one2one,nuf
FBgn0003969,LOC26534030,0,ortholog_one2one,vap
FBgn0085488,LOC26533905,1,ortholog_one2one,CG34459
FBgn0037279,LOC4802517,1,ortholog_one2one,Gmppb
FBgn0038275,LOC4802388,1,ortholog_one2one,CG3817
FBgn0045497,LOC4817517,1,ortholog_one2one,Gr22e
FBgn0003525,LOC4800469,1,ortholog_one2one,stg
FBgn0035666,LOC4813497,1,ortholog_one2one,Jon65Aii
FBgn0036791,LOC4813126,1,ortholog_one2many,CG7271
FBgn0037092,LOC4813962,1,ortholog_one2one,M6
FBgn0024189,LOC4805074,1,ortholog_one2one,sns
FBgn0039149,LOC4801768,1,ortholog_one2one,CG18428
FBgn0264744,LOC4814724,0,ortholog_one2many,CG44002
FBgn0039273,LOC6904087,1,ortholog_one2one,shams
FBgn0000100,LOC4812415,1,ortholog_one2one,RpLP0
FBgn0038649,LOC4801336,1,ortholog_one2one,PGS1
FBgn0040842,LOC4814053,1,ortholog_one2one,CG15212
FBgn0038239,LOC4801726,1,ortholog_one2one,Jig
FBgn0053881,LOC26532710,0,ortholog_one2many,His4:CG33881
FBgn0031082,LOC6901295,0,ortholog_one2one,lky
FBgn0011270,LOC4802611,1,ortholog_one2one,Pglym87
FBgn0034066,LOC4805476,1,ortholog_one2one,EMC7
FBgn0033982,LOC4804981,1,ortholog_one2one,Cyp317a1
FBgn0010434,LOC4804607,1,ortholog_one2one,cora
FBgn0036214,LOC4812561,0,ortholog_one2one,CG7264
FBgn0035113,LOC4812573,1,ortholog_one2one,pyx
FBgn0051710,LOC6902785,1,ortholog_one2one,CG31710
FBgn0043458,LOC4814071,1,ortholog_one2one,CG12084
FBgn0260798,LOC26533805,0,ortholog_one2one,Gprk1
FBgn0034534,LOC4804427,1,ortholog_one2one,maf-S
FBgn0052176,LOC4812777,1,ortholog_one2one,CG32176
FBgn0036614,LOC4812399,1,ortholog_one2one,Golgin104
FBgn0039028,LOC4800920,1,ortholog_one2one,CG13840
FBgn0037317,LOC6897613,1,ortholog_one2one,CG14667
FBgn0038546,LOC4802864,1,ortholog_one2one,CG7379
FBgn0085212,LOC6902781,1,ortholog_one2one,CG34183
FBgn0033599,LOC4804735,1,ortholog_one2one,CG13223
FBgn0085485,LOC6901000,1,ortholog_one2one,CG34456
FBgn0033323,LOC4805062,1,ortholog_one2many,CG12376
FBgn0040519,LOC4818033,0,ortholog_one2one,CG15219
FBgn0032506,LOC4817953,1,ortholog_one2one,CG9395
FBgn0034191,LOC4805387,1,ortholog_one2one,CG6984
FBgn0267429,LOC6897476,0,ortholog_one2one,lovit
FBgn0039771,LOC4800387,1,ortholog_one2one,Osi23
FBgn0002306,LOC6897851,1,ortholog_one2one,sas
FBgn0261279,LOC4801673,1,ortholog_one2one,lqfR
FBgn0031322,LOC4817618,1,ortholog_one2one,CG5001
FBgn0033527,LOC4805337,1,ortholog_one2one,CG11777
FBgn0038653,LOC4801825,1,ortholog_one2one,Octalpha2R
FBgn0052064,LOC4813116,1,ortholog_one2one,S-Lap4
FBgn0261291,LOC6897267,0,ortholog_one2one,CheA86a
FBgn0039616,LOC6897273,1,ortholog_one2one,CG11828
FBgn0025879,LOC4801043,1,ortholog_one2one,Timp
FBgn0027528,LOC4815660,1,ortholog_one2one,goe
FBgn0028901,LOC6902669,0,ortholog_one2one,t-Grip91
FBgn0030056,LOC4814872,1,ortholog_one2one,CAH3
FBgn0288469,LOC4813141,1,ortholog_one2one,Pex23
FBgn0033127,LOC4803458,1,ortholog_one2one,Tsp42Ef
FBgn0039972,LOC4816434,0,ortholog_one2one,Marf1
FBgn0029664,LOC4815900,1,ortholog_one2one,CG10802
FBgn0052442,LOC4813958,1,ortholog_one2one,Arv1
FBgn0029890,LOC4815973,1,ortholog_one2one,Fum2
FBgn0027082,LOC4814106,1,ortholog_one2one,ProRS-m
FBgn0035786,LOC4813842,1,ortholog_one2one,Tsp66A
FBgn0032664,LOC4811770,0,ortholog_one2many,Slc25A46b
FBgn0000810,LOC4815790,1,ortholog_one2one,fs(1)K10
FBgn0052708,LOC4815815,0,ortholog_one2many,CG32708
FBgn0052301,LOC4813884,1,ortholog_one2many,CG32301
FBgn0289556,LOC4805072,1,ortholog_one2one,blo
FBgn0002633,LOC4802206,1,ortholog_one2one,E(spl)m7-HLH
FBgn0040477,LOC4804383,1,ortholog_one2one,cid
FBgn0036556,LOC4812598,1,ortholog_one2one,hzg
FBgn0033597,LOC4804731,1,ortholog_one2one,Cpr47Ea
FBgn0028474,LOC6901184,1,ortholog_one2one,CG4119
FBgn0010590,LOC4805474,1,ortholog_one2one,Prosbeta1
FBgn0002772,LOC4800662,1,ortholog_one2one,Mlc1
FBgn0051030,LOC4800412,1,ortholog_one2one,VhaAC45RP
FBgn0052260,LOC4812643,1,ortholog_one2one,CG32260
FBgn0029661,LOC6902237,0,ortholog_one2one,CG16781
FBgn0031428,LOC4816275,1,ortholog_one2one,CG9886
FBgn0085424,LOC4816891,1,ortholog_one2one,nub
FBgn0260760,LOC6896710,1,ortholog_one2one,CG42558
FBgn0261461,LOC6901742,0,ortholog_one2one,RhoGAP18B
FBgn0030460,LOC4814546,1,ortholog_one2one,Coq5
FBgn0038038,LOC26533820,1,ortholog_one2one,CG5167
FBgn0267849,LOC4813992,0,ortholog_one2one,Syx7
FBgn0030344,LOC4815616,0,ortholog_one2many,Nrd1
FBgn0030344,LOC6902692,0,ortholog_one2many,Nrd1
FBgn0030344,LOC6902687,0,ortholog_one2many,Nrd1
FBgn0030344,LOC6902220,0,ortholog_one2many,Nrd1
FBgn0034898,LOC4804525,1,ortholog_one2one,CG18128
FBgn0036928,LOC6903678,1,ortholog_one2one,Tom20
FBgn0024291,LOC4816584,1,ortholog_one2one,Sirt1
FBgn0036565,LOC4811772,0,ortholog_one2one,CG5235
FBgn0032997,LOC6899750,0,ortholog_one2one,CG17486
FBgn0039030,LOC117185018,1,ortholog_one2one,CG6660
FBgn0034535,LOC4804426,1,ortholog_one2one,CG11110
FBgn0037290,LOC4802505,1,ortholog_one2one,Jhbp1
FBgn0262111,LOC4814581,0,ortholog_one2one,f
FBgn0038385,LOC4802330,1,ortholog_one2one,Fbxl7
FBgn0033945,LOC4803969,1,ortholog_one2many,CG12868
FBgn0033945,LOC117183162,1,ortholog_one2many,CG12868
FBgn0010217,LOC4811700,1,ortholog_one2one,ATPsynbeta
FBgn0036292,LOC4812754,1,ortholog_one2one,CG10646
FBgn0035206,LOC4812436,1,ortholog_one2one,sturkopf
FBgn0028704,LOC4816903,0,ortholog_one2one,Nckx30C
FBgn0025637,LOC117183193,1,ortholog_many2many,SkpA
FBgn0025637,LOC4811669,0,ortholog_many2many,SkpA
FBgn0025637,LOC6896928,0,ortholog_many2many,SkpA
FBgn0025637,LOC6899915,0,ortholog_many2many,SkpA
FBgn0025637,LOC6899917,0,ortholog_many2many,SkpA
FBgn0025637,LOC6899916,0,ortholog_many2many,SkpA
FBgn0025637,LOC117184947,0,ortholog_many2many,SkpA
FBgn0025637,LOC6899792,1,ortholog_many2many,SkpA
FBgn0025637,LOC26533389,0,ortholog_many2many,SkpA
FBgn0025637,LOC6899918,0,ortholog_many2many,SkpA
FBgn0085425,LOC6898994,1,ortholog_one2one,CG34396
FBgn0051777,LOC4817462,1,ortholog_one2one,CG31777
FBgn0261119,LOC4804819,1,ortholog_one2one,Prp19
FBgn0029922,LOC26533195,1,ortholog_one2one,CG14431
FBgn0265002,LOC4817281,0,ortholog_one2one,CG44153
FBgn0033063,LOC4805567,1,ortholog_one2one,CG14589
FBgn0036922,LOC4813655,1,ortholog_one2one,CG14182
FBgn0260775,LOC6903448,0,ortholog_one2one,DnaJ-60
FBgn0019686,LOC4816397,1,ortholog_one2one,lok
FBgn0014127,LOC6902615,0,ortholog_one2many,barr
FBgn0014127,LOC6902613,0,ortholog_one2many,barr
FBgn0014127,LOC117184265,1,ortholog_one2many,barr
FBgn0014127,LOC6903865,0,ortholog_one2many,barr
FBgn0014127,LOC4816365,1,ortholog_one2many,barr
FBgn0014127,LOC117184562,0,ortholog_one2many,barr
FBgn0014127,LOC6901757,0,ortholog_one2many,barr
FBgn0250757,LOC4802223,1,ortholog_one2one,kumpel
FBgn0053688,LOC6899999,1,ortholog_one2many,CG33688
FBgn0266433,LOC4804463,0,ortholog_many2many,CG45063
FBgn0266433,LOC26533547,1,ortholog_many2many,CG45063
FBgn0033485,LOC4804560,1,ortholog_one2one,RpLP0-like
FBgn0023489,LOC4816982,1,ortholog_one2one,Pph13
FBgn0010197,LOC6903027,1,ortholog_one2one,Gyc32E
FBgn0033405,LOC4804516,1,ortholog_one2one,CG13954
FBgn0034196,LOC4805391,1,ortholog_one2one,CG15605
FBgn0031883,LOC4818088,1,ortholog_one2one,Caper
FBgn0002284,LOC4812557,1,ortholog_one2one,Prosbeta6
FBgn0038796,LOC4801862,1,ortholog_one2one,eIF3g2
FBgn0265269,LOC4817760,1,ortholog_one2one,CG15425
FBgn0030345,LOC4814582,1,ortholog_one2one,CG1847
FBgn0031174,LOC4814690,1,ortholog_one2one,CG1486
FBgn0026141,LOC6903188,1,ortholog_one2one,Cdlc2
FBgn0003514,LOC4815234,1,ortholog_one2one,sqh
FBgn0050046,LOC4803668,1,ortholog_one2one,CG30046
FBgn0031811,LOC4816235,1,ortholog_one2one,CG13982
FBgn0265597,LOC6901093,0,ortholog_one2one,rsh
FBgn0036979,LOC4813976,1,ortholog_one2one,CG13247
FBgn0035754,LOC4812946,1,ortholog_one2one,MED4
FBgn0037772,LOC6896914,1,ortholog_one2one,Spn85F
FBgn0028970,LOC4816737,1,ortholog_one2one,RabGGTb
FBgn0017577,LOC4802111,1,ortholog_one2one,Mcm5
FBgn0030456,LOC4814458,1,ortholog_one2one,CG4332
FBgn0285955,LOC4801949,1,ortholog_one2one,cv-c
FBgn0053116,LOC4818055,1,ortholog_one2one,CG33116
FBgn0031036,LOC4815408,1,ortholog_one2one,CG14220
FBgn0024963,LOC4803280,1,ortholog_one2one,GluClalpha
FBgn0284442,LOC4815244,1,ortholog_one2one,Mcm3
FBgn0036219,LOC4813066,1,ortholog_one2one,CCDC151
FBgn0020506,LOC4805687,1,ortholog_one2one,Amyrel
FBgn0051860,LOC4817346,1,ortholog_one2one,ZnT33D
FBgn0039890,LOC4811779,1,ortholog_one2one,Abcd1
FBgn0030161,LOC4814327,1,ortholog_one2one,CG15249
FBgn0036498,LOC26534170,1,ortholog_one2one,CG13455
FBgn0038498,LOC6897107,1,ortholog_one2one,beat-IIa
FBgn0261991,LOC4818145,1,ortholog_one2many,CG42809
FBgn0032652,LOC4817670,1,ortholog_one2one,CG6870
FBgn0031766,LOC4818158,1,ortholog_one2one,CG9117
FBgn0029860,LOC4814347,1,ortholog_one2one,CG15891
FBgn0028955,LOC4805504,0,ortholog_one2one,CG8788
FBgn0038897,LOC4800955,1,ortholog_one2one,CG5849
FBgn0034605,LOC4803763,1,ortholog_one2one,Ugt49C1
FBgn0270924,LOC4816867,1,ortholog_one2one,zf30C
FBgn0039277,LOC4811821,1,ortholog_one2one,Nepl16
FBgn0031762,LOC4817868,1,ortholog_one2one,CG9098
FBgn0035001,LOC4805614,1,ortholog_one2one,Slik
FBgn0039817,LOC4800337,1,ortholog_one2one,CG15553
FBgn0283535,LOC4802648,0,ortholog_one2one,Vha26
FBgn0052383,LOC117184397,0,ortholog_one2many,sphinx1
FBgn0034295,LOC4804111,1,ortholog_one2one,CG10911
FBgn0038366,LOC4802462,1,ortholog_one2one,CG4576
FBgn0024244,LOC4817188,1,ortholog_one2one,drm
FBgn0087002,LOC4811782,0,ortholog_one2one,apolpp
FBgn0050496,LOC4804133,1,ortholog_one2one,CG30496
FBgn0037108,LOC4811926,0,ortholog_one2one,Alg11
FBgn0039868,LOC4801982,1,ortholog_one2one,CG11563
FBgn0264699,LOC117184614,0,ortholog_one2one,CG43968
FBgn0041245,LOC4816629,1,ortholog_one2one,Gr39b
FBgn0033089,LOC4803424,1,ortholog_one2one,CG17266
FBgn0032017,LOC4816839,1,ortholog_one2one,CG7810
FBgn0037590,LOC4802639,1,ortholog_one2one,Or85b
FBgn0027106,LOC4815318,1,ortholog_one2one,Inx7
FBgn0028926,LOC4818082,1,ortholog_one2one,NC2beta
FBgn0027494,LOC4815470,0,ortholog_one2many,RpS10a
FBgn0029712,LOC4815125,0,ortholog_one2one,CG15912
FBgn0011272,LOC4816884,1,ortholog_one2one,RpL13
FBgn0033579,LOC4805648,0,ortholog_one2one,CG13229
FBgn0028853,LOC4816495,1,ortholog_one2one,CG15263
FBgn0011591,LOC4813082,0,ortholog_one2one,fng
FBgn0038830,LOC4801556,0,ortholog_one2one,CG17272
FBgn0035213,LOC6902491,0,ortholog_one2many,indra
FBgn0035213,LOC6901075,0,ortholog_one2many,indra
FBgn0032474,LOC4816439,1,ortholog_one2one,DnaJ-H
FBgn0036729,LOC4813792,1,ortholog_one2one,CG13733
FBgn0000346,LOC6901871,1,ortholog_one2one,comt
FBgn0033337,LOC4805078,1,ortholog_one2one,CG8272
FBgn0033031,LOC4816337,0,ortholog_one2one,CG8245
FBgn0288732,LOC4815815,0,ortholog_one2many,CG46507
FBgn0037667,LOC117183283,0,ortholog_one2many,CG16734
FBgn0037667,LOC4800359,1,ortholog_one2many,CG16734
FBgn0037667,LOC117183281,1,ortholog_one2many,CG16734
FBgn0004893,LOC4817474,1,ortholog_one2one,bowl
FBgn0030271,LOC4814727,1,ortholog_one2one,CG15202
FBgn0288743,LOC4815815,0,ortholog_one2many,CG46518
FBgn0261238,LOC6897843,1,ortholog_one2one,Alh
FBgn0020389,LOC4813425,1,ortholog_one2one,Papss
FBgn0029647,LOC4814606,1,ortholog_one2one,CG17959
FBgn0250791,LOC4813010,1,ortholog_one2one,alphaSnap
FBgn0035504,LOC4812650,1,ortholog_one2one,Teh4
FBgn0053725,LOC6897761,0,ortholog_one2many,CG33725
FBgn0053725,LOC6897749,0,ortholog_one2many,CG33725
FBgn0010173,LOC4801711,1,ortholog_one2one,RPA1
FBgn0030502,LOC4814216,0,ortholog_one2one,tth
FBgn0035026,LOC4805450,1,ortholog_one2one,Fcp1
FBgn0040009,LOC13036511,0,ortholog_one2one,CG17490
FBgn0041195,LOC117184847,0,ortholog_one2many,Pkd2
FBgn0041195,LOC6902991,1,ortholog_one2many,Pkd2
FBgn0041195,LOC6901828,0,ortholog_one2many,Pkd2
FBgn0041195,LOC6901827,0,ortholog_one2many,Pkd2
FBgn0041195,LOC6899845,0,ortholog_one2many,Pkd2
FBgn0041195,LOC6901191,0,ortholog_one2many,Pkd2
FBgn0037122,LOC4813058,1,ortholog_one2one,CG14570
FBgn0027074,LOC4816869,1,ortholog_one2one,Ugt36F1
FBgn0050441,LOC4803328,1,ortholog_one2one,IFT20
FBgn0261535,LOC4816547,1,ortholog_one2one,l(2)34Fd
FBgn0033716,LOC4803663,0,ortholog_one2one,Den1
FBgn0053245,LOC6899057,0,ortholog_one2many,Ste:CG33245
FBgn0000158,LOC4803214,1,ortholog_one2one,bam
FBgn0039788,LOC6897158,0,ortholog_one2one,Rpt6R
FBgn0030510,LOC4815396,1,ortholog_one2many,CG12177
FBgn0030510,LOC6899165,0,ortholog_one2many,CG12177
FBgn0033913,LOC4805477,1,ortholog_one2one,CG8468
FBgn0027795,LOC4815887,1,ortholog_one2one,CG14785
FBgn0039875,LOC4801703,1,ortholog_one2one,sip3
FBgn0029925,LOC4816015,0,ortholog_one2one,CG3040
FBgn0039635,LOC4801156,1,ortholog_one2one,Pdhb
FBgn0020399,LOC4802571,1,ortholog_one2one,Mst89B
FBgn0288690,LOC4814226,1,ortholog_one2one,Dna2
FBgn0002732,LOC4802214,1,ortholog_one2one,E(spl)malpha-BFM
FBgn0037547,LOC4800956,0,ortholog_one2one,CG7910
FBgn0011569,LOC6903399,0,ortholog_one2many,can
FBgn0011569,LOC6903218,0,ortholog_one2many,can
FBgn0011569,LOC117185039,0,ortholog_one2many,can
FBgn0011569,LOC6896840,0,ortholog_one2many,can
FBgn0011569,LOC6901264,0,ortholog_one2many,can
FBgn0035405,LOC4811916,1,ortholog_one2one,CG15812
FBgn0283434,LOC4814506,1,ortholog_one2many,SdicC
FBgn0031099,LOC4814624,1,ortholog_one2one,CG17065
FBgn0051774,LOC4816819,1,ortholog_one2one,fred
FBgn0000996,LOC4804851,1,ortholog_one2one,dup
FBgn0031681,LOC4817341,0,ortholog_one2one,Pgant5
FBgn0032517,LOC4817991,1,ortholog_one2one,CG7099
FBgn0010411,LOC4804495,1,ortholog_one2one,RpS18
FBgn0024249,LOC4803816,1,ortholog_one2one,cato
FBgn0038484,LOC4800765,1,ortholog_one2one,CG5246
FBgn0039310,LOC4802351,1,ortholog_one2many,CG11878
FBgn0000166,LOC4802261,1,ortholog_one2one,bcd
FBgn0035798,LOC6899990,0,ortholog_one2one,frac
FBgn0031319,LOC117184191,1,ortholog_many2many,CG4896
FBgn0031319,LOC4817616,1,ortholog_many2many,CG4896
FBgn0038224,LOC4801944,1,ortholog_one2one,ATPsynE
FBgn0016797,LOC4812483,1,ortholog_one2one,fz2
FBgn0038262,LOC4801061,1,ortholog_one2one,CG14857
FBgn0038350,LOC6898345,0,ortholog_many2many,AOX4
FBgn0038350,LOC5384076,1,ortholog_many2many,AOX4
FBgn0038350,LOC5384075,1,ortholog_many2many,AOX4
FBgn0286222,LOC6901846,1,ortholog_one2one,Fum1
FBgn0037766,LOC4801487,0,ortholog_one2one,Teh1
FBgn0026393,LOC4805006,1,ortholog_one2one,Or43b
FBgn0032816,LOC4816206,1,ortholog_one2one,Nf-YB
FBgn0003141,LOC6902611,1,ortholog_one2one,pr
FBgn0259149,LOC6901945,1,ortholog_one2one,CG42264
FBgn0032419,LOC6903496,0,ortholog_one2one,CG17217
FBgn0259831,LOC6897130,1,ortholog_one2one,CG34309
FBgn0034602,LOC4803760,1,ortholog_one2one,Lapsyn
FBgn0034906,LOC4803388,1,ortholog_one2one,CG13561
FBgn0034129,LOC6898244,1,ortholog_one2one,Parp16
FBgn0033587,LOC6898624,1,ortholog_one2one,CG13218
FBgn0262100,LOC4802963,0,ortholog_one2one,CG42853
FBgn0036046,LOC117185171,1,ortholog_one2one,Ilp2
FBgn0036587,LOC4812038,1,ortholog_one2one,CG4950
FBgn0015791,LOC4816546,1,ortholog_one2one,Rab14
FBgn0016691,LOC4803097,1,ortholog_one2one,ATPsynO
FBgn0085465,LOC4814385,0,ortholog_one2many,CG34436
FBgn0266268,LOC4801935,1,ortholog_one2one,FeCH
FBgn0027505,LOC4817738,1,ortholog_one2one,Rab3-GAP
FBgn0038029,LOC4800816,1,ortholog_one2one,GstD11
FBgn0037467,LOC4802251,1,ortholog_one2one,Ufl1
FBgn0036192,LOC4812823,1,ortholog_one2one,Pldn
FBgn0034548,LOC4804413,1,ortholog_one2one,CG13443
FBgn0031545,LOC4817090,1,ortholog_one2one,CG3213
FBgn0063485,LOC4812252,1,ortholog_one2one,Lasp
FBgn0004876,LOC4801003,1,ortholog_one2one,cdi
FBgn0051852,LOC4817950,1,ortholog_one2one,Tap42
FBgn0034856,LOC4804493,1,ortholog_one2one,yellow-d2
FBgn0037101,LOC6897646,0,ortholog_one2many,CG7634
