Gene stable ID,Gene name,FlyBase annotation ID,Gene type,Gene description
FBgn0052645,CG32645,CG32645,protein_coding,CG32645
FBgn0038584,mTerf5,CG7175,protein_coding,mitochondrial transcription termination factor 5
FBgn0051626,CG31626,CG31626,protein_coding,CG31626
FBgn0030797,CG13004,CG13004,protein_coding,CG13004
FBgn0004419,me31B,CG4916,protein_coding,maternal expression at 31B
FBgn0259876,Cap-G,CG34438,protein_coding,Chromosome associated protein G
FBgn0014454,Acp1,CG7216,protein_coding,Adult cuticle protein 1
FBgn0263525,mir-4911,CR43510,ncRNA,mir-4911 stem loop
FBgn0264911,CG44102,CG44102,protein_coding,CG44102
FBgn0032788,CG13084,CG13084,protein_coding,CG13084
FBgn0033275,CG14756,CG14756,protein_coding,CG14756
FBgn0035255,RabX5,CG7980,protein_coding,RabX5
FBgn0036756,Cln3,CG5582,protein_coding,Cln3
FBgn0038512,CG14330,CG14330,protein_coding,CG14330
FBgn0030027,CG1632,CG1632,protein_coding,CG1632
FBgn0262114,RanBPM,CG42236,protein_coding,Ran-binding protein M
FBgn0265343,CR44297,CR44297,ncRNA,CR44297
FBgn0034296,CG10912,CG10912,protein_coding,CG10912
FBgn0261266,zuc,CG12314,protein_coding,zucchini
FBgn0036029,CG16719,CG16719,protein_coding,CG16719
FBgn0037170,Trxr2,CG11401,protein_coding,Thioredoxin reductase 2
FBgn0045479,Gr64a,CG32261,protein_coding,Gustatory receptor 64a
FBgn0029649,CG4116,CG4116,protein_coding,CG4116
FBgn0065055,Psi28S-2648,CR33693,snoRNA,CR33693
FBgn0266202,CR44897,CR44897,ncRNA,CR44897
FBgn0004573,5-HT7,CG12073,protein_coding,5-hydroxytryptamine (serotonin) receptor 7
FBgn0035916,GAPsec,CG5978,protein_coding,"GTPase activating protein, SECIS-dependent read-through"
FBgn0052109,CG32109,CG32109,protein_coding,CG32109
FBgn0039152,Root,CG6129,protein_coding,Rootletin
FBgn0042102,CG18745,CG18745,protein_coding,CG18745
FBgn0033551,CG7222,CG7222,protein_coding,CG7222
FBgn0034662,CG13492,CG13492,protein_coding,CG13492
FBgn0053497,Sdic2,CG33497,protein_coding,Sperm-specific dynein intermediate chain 2
FBgn0286507,vrs,CG5538,protein_coding,versager
FBgn0034218,CG18467,CG18467,protein_coding,CG18467
FBgn0040356,CG12498,CG12498,protein_coding,CG12498
FBgn0266741,CR45214,CR45214,ncRNA,CR45214
FBgn0051089,CG31089,CG31089,protein_coding,CG31089
FBgn0040694,CG14974,CG14974,protein_coding,CG14974
FBgn0267566,CR45906,CR45906,ncRNA,CR45906
FBgn0028467,Ube4A,CG11070,protein_coding,Ubiquitination factor E4A
FBgn0082963,Psi28S-3378,CR34549,snoRNA,Psi28S-3378
FBgn0001230,Hsp68,CG5436,protein_coding,Heat shock protein 68
FBgn0243511,psidin,CG4845,protein_coding,phagocyte signaling impaired
FBgn0032972,CG10834,CG10834,protein_coding,CG10834
FBgn0261507,CG42655,CG42655,protein_coding,CG42655
FBgn0035953,CG5087,CG5087,protein_coding,CG5087
FBgn0267723,CR46056,CR46056,ncRNA,CR46056
FBgn0085307,CG34278,CG34278,protein_coding,CG34278
FBgn0013698,Leu-TAG,CR34093,tRNA,Leucine-TAG
FBgn0283627,CR46300,CR46300,pseudogene,CR46300
FBgn0038660,Sgsh,CG14291,protein_coding,N-sulfoglucosamine sulfohydrolase
FBgn0029819,Usp30,CG3016,protein_coding,Ubiquitin specific protease 30
FBgn0051892,Asp-GTC-1-3,CR31892,tRNA,Aspartic acid-GTC 1-3
FBgn0266376,CR45018,CR45018,ncRNA,CR45018
FBgn0285947,RpS10b,CG14206,protein_coding,Ribosomal protein S10b
FBgn0030026,sni,CG10964,protein_coding,sniffer
FBgn0030245,CG1637,CG1637,protein_coding,CG1637
FBgn0033960,CG10151,CG10151,protein_coding,CG10151
FBgn0263780,CG17684,CG17684,protein_coding,CG17684
FBgn0267202,CR45642,CR45642,ncRNA,CR45642
FBgn0028897,CG4935,CG4935,protein_coding,CG4935
FBgn0051700,CR31700,CR31700,pseudogene,CR31700
FBgn0043854,slam,CG9506,protein_coding,slow as molasses
FBgn0030625,CG5877,CG5877,protein_coding,CG5877
FBgn0275433,CR46265,CR46265,ncRNA,CR46265
