"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"16785","FBgn0265661",NA,NA,NA,NA,NA,NA,NA,"CR44468","CR44468","ncRNA","CR44468"
"16786","FBgn0265662",NA,NA,NA,NA,NA,NA,NA,"CR44469","CR44469","ncRNA","CR44469"
"16787","FBgn0265663",NA,NA,NA,NA,NA,NA,NA,"CR44470","CR44470","ncRNA","CR44470"
"16788","FBgn0265664",NA,NA,NA,NA,NA,NA,NA,"CR44471","CR44471","ncRNA","CR44471"
"16789","FBgn0265665",NA,NA,NA,NA,NA,NA,NA,"CR44472","CR44472","ncRNA","CR44472"
"16790","FBgn0265666",NA,NA,NA,NA,NA,NA,NA,"CR44473","CR44473","ncRNA","CR44473"
"16791","FBgn0265667",NA,NA,NA,NA,NA,NA,NA,"CR44474","CR44474","ncRNA","CR44474"
"16792","FBgn0265668",NA,NA,NA,NA,NA,NA,NA,"CG44475","CG44475","protein_coding","CG44475"
"16793","FBgn0265669",NA,NA,NA,NA,NA,NA,NA,"CG44476","CG44476","protein_coding","CG44476"
"16794","FBgn0265670",NA,NA,NA,NA,NA,NA,NA,"CG44477","CG44477","protein_coding","CG44477"
"16795","FBgn0265671",NA,NA,NA,NA,NA,NA,NA,"CR44478","CR44478","ncRNA","CR44478"
"16796","FBgn0265672",NA,NA,NA,NA,NA,NA,NA,"CR44479","CR44479","ncRNA","CR44479"
"16797","FBgn0265673",NA,NA,NA,NA,NA,NA,NA,"CR44480","CR44480","ncRNA","CR44480"
"16798","FBgn0265674",NA,NA,NA,NA,NA,NA,NA,"CR44481","CR44481","ncRNA","CR44481"
"16799","FBgn0265675",NA,NA,NA,NA,NA,NA,NA,"CR44482","CR44482","ncRNA","CR44482"
"16800","FBgn0265676",NA,NA,NA,NA,NA,NA,NA,"CR44483","CR44483","ncRNA","CR44483"
"16801","FBgn0265677",NA,NA,NA,NA,NA,NA,NA,"CR44484","CR44484","ncRNA","CR44484"
"16802","FBgn0265678",NA,NA,NA,NA,NA,NA,NA,"CR44485","CR44485","ncRNA","CR44485"
"16803","FBgn0265679",NA,NA,NA,NA,NA,NA,NA,"CR44486","CR44486","ncRNA","CR44486"
"16804","FBgn0265680",NA,NA,NA,NA,NA,NA,NA,"CR44487","CR44487","ncRNA","CR44487"
"16805","FBgn0265681",NA,NA,NA,NA,NA,NA,NA,"CR44488","CR44488","ncRNA","CR44488"
"16806","FBgn0265682",NA,NA,NA,NA,NA,NA,NA,"CR44489","CR44489","ncRNA","CR44489"
"16807","FBgn0265683",NA,NA,NA,NA,NA,NA,NA,"CR44490","CR44490","ncRNA","CR44490"
"16808","FBgn0265684",NA,NA,NA,NA,NA,NA,NA,"CR44491","CR44491","ncRNA","CR44491"
"16809","FBgn0265685",NA,NA,NA,NA,NA,NA,NA,"CR44492","CR44492","ncRNA","CR44492"
"16810","FBgn0265686",NA,NA,NA,NA,NA,NA,NA,"CR44493","CR44493","ncRNA","CR44493"
"16811","FBgn0265687",NA,NA,NA,NA,NA,NA,NA,"CR44494","CR44494","ncRNA","CR44494"
"16812","FBgn0265688",NA,NA,NA,NA,NA,NA,NA,"CR44495","CR44495","ncRNA","CR44495"
"16813","FBgn0265689",NA,NA,NA,NA,NA,NA,NA,"CR44496","CR44496","ncRNA","CR44496"
"16814","FBgn0265690",NA,NA,NA,NA,NA,NA,NA,"CR44497","CR44497","ncRNA","CR44497"
"16815","FBgn0265691",NA,NA,NA,NA,NA,NA,NA,"CR44498","CR44498","ncRNA","CR44498"
"16816","FBgn0265692",NA,NA,NA,NA,NA,NA,NA,"CR44499","CR44499","ncRNA","CR44499"
"16817","FBgn0265693",NA,NA,NA,NA,NA,NA,NA,"CR44500","CR44500","ncRNA","CR44500"
"16818","FBgn0265694",NA,NA,NA,NA,NA,NA,NA,"CR44501","CR44501","ncRNA","CR44501"
"16819","FBgn0265695",NA,NA,NA,NA,NA,NA,NA,"CR44502","CR44502","ncRNA","CR44502"
"16820","FBgn0265696",NA,NA,NA,NA,NA,NA,NA,"CR44503","CR44503","ncRNA","CR44503"
"16821","FBgn0265697",NA,NA,NA,NA,NA,NA,NA,"CR44504","CR44504","ncRNA","CR44504"
"16822","FBgn0265698",NA,NA,NA,NA,NA,NA,NA,"CR44505","CR44505","ncRNA","CR44505"
"16823","FBgn0265699",NA,NA,NA,NA,NA,NA,NA,"CR44506","CR44506","ncRNA","CR44506"
"16824","FBgn0265700",NA,NA,NA,NA,NA,NA,NA,"CR44507","CR44507","ncRNA","CR44507"
"16825","FBgn0265701",NA,NA,NA,NA,NA,NA,NA,"CR44508","CR44508","ncRNA","CR44508"
"16826","FBgn0265702",NA,NA,NA,NA,NA,NA,NA,"CR44509","CR44509","ncRNA","CR44509"
"16827","FBgn0265703",NA,NA,NA,NA,NA,NA,NA,"CR44510","CR44510","ncRNA","CR44510"
"16828","FBgn0265704",NA,NA,NA,NA,NA,NA,NA,"CR44511","CR44511","ncRNA","CR44511"
"16829","FBgn0265705",NA,NA,NA,NA,NA,NA,NA,"CR44512","CR44512","ncRNA","CR44512"
"16830","FBgn0265706",NA,NA,NA,NA,NA,NA,NA,"CR44513","CR44513","ncRNA","CR44513"
"16831","FBgn0265707",NA,NA,NA,NA,NA,NA,NA,"CR44514","CR44514","ncRNA","CR44514"
"16832","FBgn0265708",NA,NA,NA,NA,NA,NA,NA,"CR44515","CR44515","ncRNA","CR44515"
"16833","FBgn0265709",NA,NA,NA,NA,NA,NA,NA,"CR44516","CR44516","ncRNA","CR44516"
"16834","FBgn0265710",NA,NA,NA,NA,NA,NA,NA,"CR44517","CR44517","ncRNA","CR44517"
"16835","FBgn0265711",NA,NA,NA,NA,NA,NA,NA,"CR44518","CR44518","ncRNA","CR44518"
"16836","FBgn0265712",NA,NA,NA,NA,NA,NA,NA,"CR44519","CR44519","ncRNA","CR44519"
"16837","FBgn0265713",NA,NA,NA,NA,NA,NA,NA,"CR44520","CR44520","ncRNA","CR44520"
"16838","FBgn0265714",NA,NA,NA,NA,NA,NA,NA,"CG44521","CG44521","protein_coding","CG44521"
"16839","FBgn0265715",NA,NA,NA,NA,NA,NA,NA,"CR44522","CR44522","ncRNA","CR44522"
"16840","FBgn0265716",NA,NA,NA,NA,NA,NA,NA,"CR44523","CR44523","ncRNA","CR44523"
"16841","FBgn0265717",NA,NA,NA,NA,NA,NA,NA,"CR44524","CR44524","ncRNA","CR44524"
"16842","FBgn0265718",NA,NA,NA,NA,NA,NA,NA,"CR44525","CR44525","ncRNA","CR44525"
"16843","FBgn0265719",NA,NA,NA,NA,NA,NA,NA,"CR44526","CR44526","ncRNA","CR44526"
"16844","FBgn0265720",NA,NA,NA,NA,NA,NA,NA,"CR44527","CR44527","ncRNA","CR44527"
"16845","FBgn0265721",NA,NA,NA,NA,NA,NA,NA,"CR44528","CR44528","ncRNA","CR44528"
"16846","FBgn0265722",NA,NA,NA,NA,NA,NA,NA,"CR44529","CR44529","ncRNA","CR44529"
"16847","FBgn0265723",NA,NA,NA,NA,NA,NA,NA,"CR44530","CR44530","ncRNA","CR44530"
"16848","FBgn0265724",NA,NA,NA,NA,NA,NA,NA,"CR44531","CR44531","ncRNA","CR44531"
"16849","FBgn0265725",NA,NA,NA,NA,NA,NA,NA,"CG44532","CG44532","protein_coding","CG44532"
"16850","FBgn0265726","LOC4814756","","protein_coding",4814756,"Nna1",1,"ortholog_one2one","Nna1","CG44533","protein_coding","Nna1 carboxypeptidase"
"16851","FBgn0265727",NA,NA,NA,NA,NA,NA,NA,"CR44534","CR44534","ncRNA","CR44534"
"16852","FBgn0265728",NA,NA,NA,NA,NA,NA,NA,"CR44535","CR44535","ncRNA","CR44535"
"16853","FBgn0265729",NA,NA,NA,NA,NA,NA,NA,"CR44536","CR44536","ncRNA","CR44536"
"16854","FBgn0265730",NA,NA,NA,NA,NA,NA,NA,"CR44537","CR44537","ncRNA","CR44537"
"16855","FBgn0265731",NA,NA,NA,NA,NA,NA,NA,"CR44538","CR44538","ncRNA","CR44538"
"16856","FBgn0265732",NA,NA,NA,NA,NA,NA,NA,"CR44539","CR44539","ncRNA","CR44539"
"16857","FBgn0265733",NA,NA,NA,NA,NA,NA,NA,"CR44540","CR44540","ncRNA","CR44540"
"16858","FBgn0265734",NA,NA,NA,NA,NA,NA,NA,"CR44541","CR44541","ncRNA","CR44541"
"16859","FBgn0265735",NA,NA,NA,NA,NA,NA,NA,"CR44542","CR44542","ncRNA","CR44542"
"16860","FBgn0265736",NA,NA,NA,NA,NA,NA,NA,"CR44543","CR44543","ncRNA","CR44543"
"16861","FBgn0265737",NA,NA,NA,NA,NA,NA,NA,"CR44544","CR44544","ncRNA","CR44544"
"16862","FBgn0265738",NA,NA,NA,NA,NA,NA,NA,"CR44545","CR44545","ncRNA","CR44545"
"16863","FBgn0265739",NA,NA,NA,NA,NA,NA,NA,"CR44546","CR44546","ncRNA","CR44546"
"16864","FBgn0265740",NA,NA,NA,NA,NA,NA,NA,"CR44547","CR44547","ncRNA","CR44547"
"16865","FBgn0265741",NA,NA,NA,NA,NA,NA,NA,"CR44548","CR44548","ncRNA","CR44548"
"16866","FBgn0265742",NA,NA,NA,NA,NA,NA,NA,"CR44549","CR44549","ncRNA","CR44549"
"16867","FBgn0265743",NA,NA,NA,NA,NA,NA,NA,"CR44550","CR44550","ncRNA","CR44550"
"16868","FBgn0265744",NA,NA,NA,NA,NA,NA,NA,"CR44551","CR44551","ncRNA","CR44551"
"16869","FBgn0265745",NA,NA,NA,NA,NA,NA,NA,"CR44552","CR44552","ncRNA","CR44552"
"16870","FBgn0265746",NA,NA,NA,NA,NA,NA,NA,"CR44553","CR44553","ncRNA","CR44553"
"16871","FBgn0265747",NA,NA,NA,NA,NA,NA,NA,"CR44554","CR44554","ncRNA","CR44554"
"16872","FBgn0265748",NA,NA,NA,NA,NA,NA,NA,"CR44555","CR44555","ncRNA","CR44555"
"16873","FBgn0265749",NA,NA,NA,NA,NA,NA,NA,"CR44556","CR44556","ncRNA","CR44556"
"16874","FBgn0265750",NA,NA,NA,NA,NA,NA,NA,"CR44557","CR44557","ncRNA","CR44557"
"16875","FBgn0265751",NA,NA,NA,NA,NA,NA,NA,"CR44558","CR44558","ncRNA","CR44558"
"16876","FBgn0265752",NA,NA,NA,NA,NA,NA,NA,"CR44559","CR44559","ncRNA","CR44559"
"16877","FBgn0265753",NA,NA,NA,NA,NA,NA,NA,"CR44560","CR44560","ncRNA","CR44560"
"16878","FBgn0265754",NA,NA,NA,NA,NA,NA,NA,"CR44561","CR44561","ncRNA","CR44561"
"16879","FBgn0265755",NA,NA,NA,NA,NA,NA,NA,"CR44562","CR44562","ncRNA","CR44562"
"16880","FBgn0265756",NA,NA,NA,NA,NA,NA,NA,"CR44563","CR44563","ncRNA","CR44563"
"16881","FBgn0265757",NA,NA,NA,NA,NA,NA,NA,"CR44564","CR44564","ncRNA","CR44564"
"16882","FBgn0265758",NA,NA,NA,NA,NA,NA,NA,"CR44565","CR44565","ncRNA","CR44565"
"16883","FBgn0265759",NA,NA,NA,NA,NA,NA,NA,"CR44566","CR44566","ncRNA","CR44566"
"16884","FBgn0265760",NA,NA,NA,NA,NA,NA,NA,"CR44567","CR44567","ncRNA","CR44567"
"16885","FBgn0265761",NA,NA,NA,NA,NA,NA,NA,"CR44568","CR44568","ncRNA","CR44568"
"16886","FBgn0265762",NA,NA,NA,NA,NA,NA,NA,"CG44569","CG44569","protein_coding","CG44569"
"16887","FBgn0265763",NA,NA,NA,NA,NA,NA,NA,"CR44570","CR44570","ncRNA","CR44570"
"16888","FBgn0265764",NA,NA,NA,NA,NA,NA,NA,"CR44571","CR44571","ncRNA","CR44571"
"16889","FBgn0265765",NA,NA,NA,NA,NA,NA,NA,"CR44572","CR44572","ncRNA","CR44572"
"16890","FBgn0265766",NA,NA,NA,NA,NA,NA,NA,"CR44573","CR44573","ncRNA","CR44573"
"16891","FBgn0265767","LOC6901181","","protein_coding",6901181,"zyd",1,"ortholog_one2one","zyd","CG2893","protein_coding","zydeco"
"16892","FBgn0265778","LOC4816249","","protein_coding",4816249,"PDZ-GEF",1,"ortholog_one2one","PDZ-GEF","CG9491","protein_coding","PDZ domain-containing guanine nucleotide exchange factor"
"16893","FBgn0265784","LOC6901018","","protein_coding",6901018,"CrebB",1,"ortholog_one2one","CrebB","CG6103","protein_coding","Cyclic-AMP response element binding protein B"
"16894","FBgn0265785",NA,NA,NA,NA,NA,NA,NA,"CG44574","CG44574","protein_coding","CG44574"
"16895","FBgn0265786",NA,NA,NA,NA,NA,NA,NA,"CR44575","CR44575","ncRNA","CR44575"
"16896","FBgn0265787",NA,NA,NA,NA,NA,NA,NA,"CR44576","CR44576","ncRNA","CR44576"
"16897","FBgn0265788",NA,NA,NA,NA,NA,NA,NA,"CR44577","CR44577","ncRNA","CR44577"
"16898","FBgn0265789",NA,NA,NA,NA,NA,NA,NA,"CR44578","CR44578","ncRNA","CR44578"
"16899","FBgn0265790",NA,NA,NA,NA,NA,NA,NA,"CR44579","CR44579","ncRNA","CR44579"
"16900","FBgn0265791",NA,NA,NA,NA,NA,NA,NA,"CR44580","CR44580","ncRNA","CR44580"
"16901","FBgn0265792",NA,NA,NA,NA,NA,NA,NA,"CR44581","CR44581","ncRNA","CR44581"
"16902","FBgn0265793",NA,NA,NA,NA,NA,NA,NA,"CR44582","CR44582","ncRNA","CR44582"
"16903","FBgn0265794",NA,NA,NA,NA,NA,NA,NA,"CR44583","CR44583","ncRNA","CR44583"
"16904","FBgn0265795",NA,NA,NA,NA,NA,NA,NA,"CR44584","CR44584","ncRNA","CR44584"
"16905","FBgn0265796",NA,NA,NA,NA,NA,NA,NA,"CR44585","CR44585","ncRNA","CR44585"
"16906","FBgn0265797",NA,NA,NA,NA,NA,NA,NA,"CR44586","CR44586","ncRNA","CR44586"
"16907","FBgn0265798",NA,NA,NA,NA,NA,NA,NA,"CR44587","CR44587","ncRNA","CR44587"
"16908","FBgn0265799",NA,NA,NA,NA,NA,NA,NA,"CR44588","CR44588","ncRNA","CR44588"
"16909","FBgn0265800",NA,NA,NA,NA,NA,NA,NA,"CR44589","CR44589","ncRNA","CR44589"
"16910","FBgn0265801",NA,NA,NA,NA,NA,NA,NA,"CR44590","CR44590","ncRNA","CR44590"
"16911","FBgn0265802",NA,NA,NA,NA,NA,NA,NA,"CR44591","CR44591","ncRNA","CR44591"
"16912","FBgn0265803",NA,NA,NA,NA,NA,NA,NA,"CR44592","CR44592","ncRNA","CR44592"
"16913","FBgn0265804",NA,NA,NA,NA,NA,NA,NA,"CR44593","CR44593","ncRNA","CR44593"
"16914","FBgn0265805",NA,NA,NA,NA,NA,NA,NA,"CR44594","CR44594","ncRNA","CR44594"
"16915","FBgn0265806",NA,NA,NA,NA,NA,NA,NA,"CR44595","CR44595","ncRNA","CR44595"
"16916","FBgn0265807",NA,NA,NA,NA,NA,NA,NA,"CR44596","CR44596","ncRNA","CR44596"
"16917","FBgn0265808",NA,NA,NA,NA,NA,NA,NA,"CR44597","CR44597","ncRNA","CR44597"
"16918","FBgn0265809",NA,NA,NA,NA,NA,NA,NA,"CR44598","CR44598","ncRNA","CR44598"
"16919","FBgn0265810",NA,NA,NA,NA,NA,NA,NA,"CR44599","CR44599","ncRNA","CR44599"
"16920","FBgn0265811",NA,NA,NA,NA,NA,NA,NA,"CR44600","CR44600","ncRNA","CR44600"
"16921","FBgn0265812",NA,NA,NA,NA,NA,NA,NA,"CR44601","CR44601","ncRNA","CR44601"
"16922","FBgn0265813",NA,NA,NA,NA,NA,NA,NA,"CR44602","CR44602","ncRNA","CR44602"
"16923","FBgn0265814",NA,NA,NA,NA,NA,NA,NA,"CR44603","CR44603","ncRNA","CR44603"
"16924","FBgn0265815",NA,NA,NA,NA,NA,NA,NA,"CR44604","CR44604","ncRNA","CR44604"
"16925","FBgn0265816",NA,NA,NA,NA,NA,NA,NA,"CR44605","CR44605","ncRNA","CR44605"
"16926","FBgn0265817",NA,NA,NA,NA,NA,NA,NA,"CR44606","CR44606","ncRNA","CR44606"
"16927","FBgn0265818",NA,NA,NA,NA,NA,NA,NA,"CR44607","CR44607","ncRNA","CR44607"
"16928","FBgn0265819",NA,NA,NA,NA,NA,NA,NA,"CR44608","CR44608","ncRNA","CR44608"
"16929","FBgn0265820",NA,NA,NA,NA,NA,NA,NA,"CR44609","CR44609","ncRNA","CR44609"
"16930","FBgn0265821",NA,NA,NA,NA,NA,NA,NA,"CR44610","CR44610","ncRNA","CR44610"
"16931","FBgn0265822",NA,NA,NA,NA,NA,NA,NA,"CR44611","CR44611","ncRNA","CR44611"
"16932","FBgn0265823",NA,NA,NA,NA,NA,NA,NA,"CR44612","CR44612","ncRNA","CR44612"
"16933","FBgn0265824",NA,NA,NA,NA,NA,NA,NA,"CR44613","CR44613","ncRNA","CR44613"
"16934","FBgn0265825",NA,NA,NA,NA,NA,NA,NA,"CR44614","CR44614","ncRNA","CR44614"
"16935","FBgn0265826",NA,NA,NA,NA,NA,NA,NA,"CR44615","CR44615","ncRNA","CR44615"
"16936","FBgn0265827",NA,NA,NA,NA,NA,NA,NA,"CR44616","CR44616","ncRNA","CR44616"
"16937","FBgn0265828",NA,NA,NA,NA,NA,NA,NA,"CR44617","CR44617","ncRNA","CR44617"
"16938","FBgn0265829",NA,NA,NA,NA,NA,NA,NA,"CR44618","CR44618","ncRNA","CR44618"
"16939","FBgn0265830",NA,NA,NA,NA,NA,NA,NA,"CR44619","CR44619","ncRNA","CR44619"
"16940","FBgn0265831",NA,NA,NA,NA,NA,NA,NA,"CR44620","CR44620","ncRNA","CR44620"
"16941","FBgn0265832",NA,NA,NA,NA,NA,NA,NA,"CR44621","CR44621","ncRNA","CR44621"
"16942","FBgn0265833","LOC26534449","","protein_coding",26534449,"CG44622",0,"ortholog_one2one","CG44622","CG44622","protein_coding","CG44622"
"16943","FBgn0265834",NA,NA,NA,NA,NA,NA,NA,"CG44623","CG44623","protein_coding","CG44623"
"16944","FBgn0265835",NA,NA,NA,NA,NA,NA,NA,"CG44624","CG44624","protein_coding","CG44624"
"16945","FBgn0265836",NA,NA,NA,NA,NA,NA,NA,"CG44625","CG44625","protein_coding","CG44625"
"16946","FBgn0265837",NA,NA,NA,NA,NA,NA,NA,"CR44626","CR44626","ncRNA","CR44626"
"16947","FBgn0265838",NA,NA,NA,NA,NA,NA,NA,"CR44627","CR44627","ncRNA","CR44627"
"16948","FBgn0265839",NA,NA,NA,NA,NA,NA,NA,"CR44628","CR44628","ncRNA","CR44628"
"16949","FBgn0265840",NA,NA,NA,NA,NA,NA,NA,"CR44629","CR44629","ncRNA","CR44629"
"16950","FBgn0265841",NA,NA,NA,NA,NA,NA,NA,"CR44630","CR44630","ncRNA","CR44630"
"16951","FBgn0265842",NA,NA,NA,NA,NA,NA,NA,"CR44631","CR44631","ncRNA","CR44631"
"16952","FBgn0265843",NA,NA,NA,NA,NA,NA,NA,"CR44632","CR44632","ncRNA","CR44632"
"16953","FBgn0265844",NA,NA,NA,NA,NA,NA,NA,"CR44633","CR44633","ncRNA","CR44633"
"16954","FBgn0265845",NA,NA,NA,NA,NA,NA,NA,"CR44634","CR44634","ncRNA","CR44634"
"16955","FBgn0265846",NA,NA,NA,NA,NA,NA,NA,"CR44635","CR44635","ncRNA","CR44635"
"16956","FBgn0265847",NA,NA,NA,NA,NA,NA,NA,"CR44636","CR44636","ncRNA","CR44636"
"16957","FBgn0265849",NA,NA,NA,NA,NA,NA,NA,"CR44638","CR44638","ncRNA","CR44638"
"16958","FBgn0265850",NA,NA,NA,NA,NA,NA,NA,"CR44639","CR44639","ncRNA","CR44639"
"16959","FBgn0265851",NA,NA,NA,NA,NA,NA,NA,"CR44640","CR44640","ncRNA","CR44640"
"16960","FBgn0265852",NA,NA,NA,NA,NA,NA,NA,"CR44641","CR44641","ncRNA","CR44641"
"16961","FBgn0265853",NA,NA,NA,NA,NA,NA,NA,"CR44642","CR44642","ncRNA","CR44642"
"16962","FBgn0265854",NA,NA,NA,NA,NA,NA,NA,"CR44643","CR44643","ncRNA","CR44643"
"16963","FBgn0265855",NA,NA,NA,NA,NA,NA,NA,"CR44644","CR44644","ncRNA","CR44644"
"16964","FBgn0265856",NA,NA,NA,NA,NA,NA,NA,"CR44645","CR44645","ncRNA","CR44645"
"16965","FBgn0265857",NA,NA,NA,NA,NA,NA,NA,"CR44646","CR44646","ncRNA","CR44646"
"16966","FBgn0265858",NA,NA,NA,NA,NA,NA,NA,"CR44647","CR44647","ncRNA","CR44647"
"16967","FBgn0265859",NA,NA,NA,NA,NA,NA,NA,"CR44648","CR44648","ncRNA","CR44648"
"16968","FBgn0265860",NA,NA,NA,NA,NA,NA,NA,"CR44649","CR44649","ncRNA","CR44649"
"16969","FBgn0265861",NA,NA,NA,NA,NA,NA,NA,"CR44650","CR44650","ncRNA","CR44650"
"16970","FBgn0265862",NA,NA,NA,NA,NA,NA,NA,"CR44651","CR44651","ncRNA","CR44651"
"16971","FBgn0265863",NA,NA,NA,NA,NA,NA,NA,"CR44652","CR44652","ncRNA","CR44652"
"16972","FBgn0265864",NA,NA,NA,NA,NA,NA,NA,"CR44653","CR44653","ncRNA","CR44653"
"16973","FBgn0265865",NA,NA,NA,NA,NA,NA,NA,"CR44654","CR44654","ncRNA","CR44654"
"16974","FBgn0265866",NA,NA,NA,NA,NA,NA,NA,"CR44655","CR44655","ncRNA","CR44655"
"16975","FBgn0265868",NA,NA,NA,NA,NA,NA,NA,"CR44657","CR44657","ncRNA","CR44657"
"16976","FBgn0265869",NA,NA,NA,NA,NA,NA,NA,"CR44658","CR44658","ncRNA","CR44658"
"16977","FBgn0265870",NA,NA,NA,NA,NA,NA,NA,"CR44659","CR44659","pseudogene","CR44659"
"16978","FBgn0265871",NA,NA,NA,NA,NA,NA,NA,"CR44660","CR44660","ncRNA","CR44660"
"16979","FBgn0265872",NA,NA,NA,NA,NA,NA,NA,"CR44661","CR44661","ncRNA","CR44661"
"16980","FBgn0265873",NA,NA,NA,NA,NA,NA,NA,"CR44662","CR44662","ncRNA","CR44662"
"16981","FBgn0265874",NA,NA,NA,NA,NA,NA,NA,"CR44663","CR44663","ncRNA","CR44663"
"16982","FBgn0265875",NA,NA,NA,NA,NA,NA,NA,"CR44664","CR44664","ncRNA","CR44664"
"16983","FBgn0265876",NA,NA,NA,NA,NA,NA,NA,"CR44665","CR44665","ncRNA","CR44665"
"16984","FBgn0265877",NA,NA,NA,NA,NA,NA,NA,"CG44666","CG44666","protein_coding","CG44666"
"16985","FBgn0265878",NA,NA,NA,NA,NA,NA,NA,"CR44667","CR44667","ncRNA","CR44667"
"16986","FBgn0265879",NA,NA,NA,NA,NA,NA,NA,"CR44668","CR44668","ncRNA","CR44668"
"16987","FBgn0265880",NA,NA,NA,NA,NA,NA,NA,"CR44669","CR44669","ncRNA","CR44669"
"16988","FBgn0265881",NA,NA,NA,NA,NA,NA,NA,"CR44670","CR44670","ncRNA","CR44670"
"16989","FBgn0265882",NA,NA,NA,NA,NA,NA,NA,"CR44671","CR44671","ncRNA","CR44671"
"16990","FBgn0265883",NA,NA,NA,NA,NA,NA,NA,"CR44672","CR44672","ncRNA","CR44672"
"16991","FBgn0265884",NA,NA,NA,NA,NA,NA,NA,"CR44673","CR44673","ncRNA","CR44673"
"16992","FBgn0265885",NA,NA,NA,NA,NA,NA,NA,"CR44674","CR44674","ncRNA","CR44674"
"16993","FBgn0265886",NA,NA,NA,NA,NA,NA,NA,"CR44675","CR44675","ncRNA","CR44675"
"16994","FBgn0265887",NA,NA,NA,NA,NA,NA,NA,"CR44676","CR44676","ncRNA","CR44676"
"16995","FBgn0265888",NA,NA,NA,NA,NA,NA,NA,"CR44677","CR44677","ncRNA","CR44677"
"16996","FBgn0265889",NA,NA,NA,NA,NA,NA,NA,"CR44678","CR44678","ncRNA","CR44678"
"16997","FBgn0265890",NA,NA,NA,NA,NA,NA,NA,"CR44679","CR44679","ncRNA","CR44679"
"16998","FBgn0265891",NA,NA,NA,NA,NA,NA,NA,"CR44680","CR44680","ncRNA","CR44680"
"16999","FBgn0265892",NA,NA,NA,NA,NA,NA,NA,"CR44681","CR44681","ncRNA","CR44681"
"17000","FBgn0265893",NA,NA,NA,NA,NA,NA,NA,"CR44682","CR44682","ncRNA","CR44682"
"17001","FBgn0265894",NA,NA,NA,NA,NA,NA,NA,"CR44683","CR44683","ncRNA","CR44683"
"17002","FBgn0265895",NA,NA,NA,NA,NA,NA,NA,"CR44684","CR44684","ncRNA","CR44684"
"17003","FBgn0265896",NA,NA,NA,NA,NA,NA,NA,"CR44685","CR44685","ncRNA","CR44685"
"17004","FBgn0265897",NA,NA,NA,NA,NA,NA,NA,"CR44686","CR44686","ncRNA","CR44686"
"17005","FBgn0265898",NA,NA,NA,NA,NA,NA,NA,"CR44687","CR44687","ncRNA","CR44687"
"17006","FBgn0265899",NA,NA,NA,NA,NA,NA,NA,"CR44688","CR44688","ncRNA","CR44688"
"17007","FBgn0265900",NA,NA,NA,NA,NA,NA,NA,"CR44689","CR44689","ncRNA","CR44689"
"17008","FBgn0265901",NA,NA,NA,NA,NA,NA,NA,"CR44690","CR44690","ncRNA","CR44690"
"17009","FBgn0265902",NA,NA,NA,NA,NA,NA,NA,"CR44691","CR44691","ncRNA","CR44691"
"17010","FBgn0265903",NA,NA,NA,NA,NA,NA,NA,"CR44692","CR44692","ncRNA","CR44692"
"17011","FBgn0265904",NA,NA,NA,NA,NA,NA,NA,"CR44693","CR44693","ncRNA","CR44693"
"17012","FBgn0265905",NA,NA,NA,NA,NA,NA,NA,"CR44694","CR44694","ncRNA","CR44694"
"17013","FBgn0265906",NA,NA,NA,NA,NA,NA,NA,"CR44695","CR44695","ncRNA","CR44695"
"17014","FBgn0265907",NA,NA,NA,NA,NA,NA,NA,"CR44696","CR44696","ncRNA","CR44696"
"17015","FBgn0265908",NA,NA,NA,NA,NA,NA,NA,"CR44697","CR44697","ncRNA","CR44697"
"17016","FBgn0265909",NA,NA,NA,NA,NA,NA,NA,"CR44698","CR44698","ncRNA","CR44698"
"17017","FBgn0265910",NA,NA,NA,NA,NA,NA,NA,"CR44699","CR44699","ncRNA","CR44699"
"17018","FBgn0265911",NA,NA,NA,NA,NA,NA,NA,"CR44700","CR44700","ncRNA","CR44700"
"17019","FBgn0265912",NA,NA,NA,NA,NA,NA,NA,"CR44701","CR44701","ncRNA","CR44701"
"17020","FBgn0265913",NA,NA,NA,NA,NA,NA,NA,"CR44702","CR44702","ncRNA","CR44702"
"17021","FBgn0265914",NA,NA,NA,NA,NA,NA,NA,"CR44703","CR44703","ncRNA","CR44703"
"17022","FBgn0265915",NA,NA,NA,NA,NA,NA,NA,"CR44704","CR44704","ncRNA","CR44704"
"17023","FBgn0265916",NA,NA,NA,NA,NA,NA,NA,"CR44705","CR44705","ncRNA","CR44705"
"17024","FBgn0265917",NA,NA,NA,NA,NA,NA,NA,"CR44706","CR44706","pseudogene","CR44706"
"17025","FBgn0265918",NA,NA,NA,NA,NA,NA,NA,"CR44707","CR44707","ncRNA","CR44707"
"17026","FBgn0265919",NA,NA,NA,NA,NA,NA,NA,"CR44708","CR44708","ncRNA","CR44708"
"17027","FBgn0265920",NA,NA,NA,NA,NA,NA,NA,"CR44709","CR44709","ncRNA","CR44709"
"17028","FBgn0265921",NA,NA,NA,NA,NA,NA,NA,"CR44710","CR44710","ncRNA","CR44710"
"17029","FBgn0265922",NA,NA,NA,NA,NA,NA,NA,"CR44711","CR44711","ncRNA","CR44711"
